#### EXPORT DONNEES METEO POUR "RENNES (ILLE-ET-VILAINE)" (LAT/LON: 48.117266/-1.6777926)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2018-01-25,10,5,16,7,10,6,3,91,9.75,1015,37.875,10,7,5,116,116,113,0,2,8.7,météo défavorable,17:55:00,08:43:00,8
2018-01-26,10,3,19,3,10,5,0.5,94,9.75,1028,27,10,5,0,113,116,176,0,3,8.7,météo très défavorable,17:57:00,08:42:00,4
2018-01-27,9,3,21,3,9,8,0.2,92,10,1034,64.375,9,8,1,116,116,122,0,3,5.2,météo très défavorable,17:58:00,08:41:00,3
2018-01-28,13,10,12,10,13,11,0.4,98,6.5,1039,92.875,13,11,8,248,119,143,0,3,4.8,météo défavorable,18:00:00,08:40:00,10
2018-01-29,12,8,18,9,12,10,0.4,97,5.75,1037,87.875,12,10,7,248,122,119,0,3,4.8,météo défavorable,18:01:00,08:39:00,9
2018-01-30,12,9,18,9,11,10,1.1,97,6,1033,94.875,12,10,7,143,122,122,0,3,4.8,météo défavorable,18:03:00,08:37:00,9
2018-01-31,11,6,32,10,11,7,7.4,93,9.125,1024,75.125,11,9,6,122,302,176,0,2,6.5,météo défavorable,18:05:00,08:36:00,9
2018-02-01,8,3,18,4,8,4,1.5,85,9.75,1012,54.125,8,3,-1,200,176,116,0,3,8.2,météo très défavorable,18:06:00,08:35:00,4
2018-02-02,8,2,21,2,8,4,1.4,90,9.75,1015,37.875,8,3,-1,116,116,176,0,3,9.8,météo très défavorable,18:08:00,08:33:00,2
2018-02-03,8,3,25,3,6,5,3.4,93,9.75,1015,80.375,8,5,0,122,296,116,0,3,4.9,météo très défavorable,18:09:00,08:32:00,4
2018-02-04,5,1,31,2,5,1,2.5,93,9.75,1024,35.625,5,4,-3,176,116,113,0,1,9.8,météo très défavorable,18:11:00,08:31:00,4
2018-02-05,4,-2,22,-2,4,0,0,78,10,1024,28.375,4,0,-7,113,113,119,0,2,8.3,météo très défavorable,18:12:00,08:29:00,-1
2018-02-06,5,-1,24,1,5,1,2.7,82,8.875,1018,76.875,5,1,-3,122,317,371,1,1,6.6,météo très défavorable,18:14:00,08:28:00,-1
2018-02-07,5,-1,29,-1,5,2,1.7,79,9.625,1022,64,5,1,-5,113,362,362,0.1,2,5,météo très défavorable,18:16:00,08:26:00,-1
2018-02-08,6,-1,12,-1,6,1,0.1,86,10,1023,21.125,6,0,-2,113,113,113,0,1,9.9,météo très défavorable,18:17:00,08:25:00,0
2018-02-09,7,1,33,6,7,3,3.7,93,8.875,1022,43.125,7,4,0,122,176,176,0,3,10,météo très défavorable,18:19:00,08:23:00,3
2018-02-10,9,0,25,1,8,8,0.8,87,8,1023,77.875,9,8,-2,119,119,122,0,3,5,météo très défavorable,18:20:00,08:22:00,0
2018-02-11,10,2,28,7,9,4,1.8,85,9.75,1017,53.875,10,10,3,176,116,176,0,2,10,météo défavorable,18:22:00,08:20:00,10
2018-02-12,8,0,15,-0,7,2,0.2,85,10,1021,10.625,8,0,-4,113,113,113,0,2,10.1,météo très défavorable,18:24:00,08:18:00,0
2018-02-13,8,1,37,5,8,3,10.3,91,9,1014,45.125,8,4,-1,122,389,113,0,3,8.3,météo très défavorable,18:25:00,08:17:00,3
2018-02-14,10,0,39,3,5,7,7.8,93,9.375,1011,76,10,10,-2,119,122,122,0,3,5.1,météo très défavorable,18:27:00,08:15:00,1
2018-02-15,12,6,17,11,11,8,5,97,5.75,1023,85.75,12,11,8,119,266,266,0,2,5.1,météo défavorable,18:29:00,08:13:00,11
2018-02-16,9,2,14,2,8,5,0.1,87,10,1027,49.625,9,4,2,122,113,119,0,3,10,météo très défavorable,18:30:00,08:12:00,3
2018-02-17,10,4,14,4,10,6,3.6,97,9.75,1025,68.125,10,5,2,296,116,116,0,2,10.2,météo très défavorable,18:32:00,08:10:00,5
2018-02-18,9,6,20,6,9,8,2.6,96,5.875,1024,100,9,8,3,122,122,266,0,2,5.1,météo défavorable,18:33:00,08:08:00,6
2018-02-19,11,7,16,8,10,10,2.9,98,1.75,1020,100,11,10,8,248,266,266,0,2,5.1,météo défavorable,18:35:00,08:07:00,7
2018-02-20,10,5,27,9,10,7,2.2,92,8.25,1022,69.75,10,8,6,263,122,116,0,2,6.8,météo défavorable,18:36:00,08:05:00,9
2018-02-21,8,1,21,3,7,3,0,92,10,1023,20.625,8,4,-1,113,113,113,0,3,10.4,météo très défavorable,18:38:00,08:03:00,5
2018-02-22,7,-2,19,-2,6,2,0,74,10,1021,1.875,7,0,-6,113,113,113,0,2,10.4,météo très défavorable,18:40:00,08:01:00,-1
2018-02-23,6,-3,18,-3,5,1,0,76,10,1018,0,6,0,-7,113,113,113,0,2,10.8,météo très défavorable,18:41:00,07:59:00,-2
2018-02-24,7,-3,17,-3,5,2,0,67,10,1017,2.125,7,0,-7,113,113,113,0,2,10.9,météo très défavorable,18:43:00,07:58:00,-2
2018-02-25,6,-2,23,-2,5,1,0,63,10,1023,14.375,6,0,-7,113,113,113,0,1,10.9,météo très défavorable,18:44:00,07:56:00,-2
2018-02-26,2,-4,27,-4,2,-2,0,45,10,1024,1.125,2,0,-10,113,113,113,0,2,10.9,météo très défavorable,18:46:00,07:54:00,-4
2018-02-27,1,-6,22,-6,1,-3,0,58,10,1024,11.5,1,0,-12,113,113,113,0,2,11,météo très défavorable,18:48:00,07:52:00,-5
2018-02-28,0,-7,33,-7,-1,-2,0,44,10,1016,34.125,0,0,-13,113,113,119,0,2,10.1,météo très défavorable,18:49:00,07:50:00,-7
2018-03-01,5,-3,29,-2,2,5,12.2,96,5.375,998,100,5,5,-8,338,122,296,2.2,1,5.5,météo très défavorable,18:51:00,07:48:00,-3
2018-03-02,7,1,33,6,6,4,1.6,92,9.625,989,71.75,7,5,0,122,122,176,0,2,8.6,météo très défavorable,18:52:00,07:46:00,5
2018-03-03,12,2,33,4,12,7,4.1,97,9.75,993,57.75,12,7,0,296,116,116,0,2,10.1,météo très défavorable,18:54:00,07:45:00,4
2018-03-04,11,4,26,6,11,7,2.6,96,9.625,993,38.875,11,7,3,119,116,176,0,3,10.1,météo défavorable,18:55:00,07:43:00,7
2018-03-05,12,3,30,4,12,8,1.6,96,9,993,61.875,12,8,1,122,119,353,0,3,7.1,météo très défavorable,18:57:00,07:41:00,3
2018-03-06,11,3,19,3,11,7,3.6,97,6.75,991,62.875,11,7,1,143,119,200,0,2,7.1,météo très défavorable,18:58:00,07:39:00,3
2018-03-07,10,2,24,2,10,6,3.8,95,9.5,1003,35.125,10,4,-2,116,116,113,0,2,11.6,météo très défavorable,19:00:00,07:37:00,2
2018-03-08,9,7,26,7,8,8,7.3,93,9.5,1005,79.25,9,8,4,122,296,293,0,2,7.3,météo défavorable,19:01:00,07:35:00,7
2018-03-09,15,7,25,8,15,11,1.5,96,7.875,1006,81.625,15,11,5,122,122,122,0,3,7.3,météo défavorable,19:03:00,07:33:00,8
2018-03-10,15,10,24,12,15,11,0.5,94,10,998,65.375,15,12,9,122,353,116,0,3,8.7,météo défavorable,19:05:00,07:31:00,13
2018-03-11,13,8,32,11,11,10,1.6,91,10,994,72.625,13,9,8,116,122,122,0,4,7.3,météo défavorable,19:06:00,07:29:00,8
2018-03-12,11,8,36,9,11,8,2.8,88,8.5,1004,97.25,11,8,6,122,122,122,0,2,5.9,météo défavorable,19:08:00,07:27:00,10
2018-03-13,12,5,15,5,11,8,1.8,93,8.75,1013,38.75,12,7,2,176,113,113,0,2,11.6,météo très défavorable,19:09:00,07:25:00,7
2018-03-14,14,4,34,4,14,12,6.1,88,9.625,1011,71.375,14,9,0,116,122,122,0,4,7.4,météo très défavorable,19:11:00,07:23:00,4
2018-03-15,12,6,30,6,12,9,11.1,97,9.125,995,60.25,12,9,3,116,119,353,0,2,8.8,météo défavorable,19:12:00,07:20:00,7
2018-03-16,12,4,22,4,12,8,1.3,95,9,1001,62.25,12,7,1,143,116,353,0,3,6,météo très défavorable,19:14:00,07:18:00,5
2018-03-17,10,2,12,2,10,6,2.7,96,6.875,1001,56.25,10,6,-1,143,119,353,0,2,8.8,météo très défavorable,19:15:00,07:16:00,3
2018-03-18,8,-1,13,0,7,4,3.5,96,7.75,1006,58.125,8,3,-2,338,116,176,0.7,1,10.2,météo très défavorable,19:17:00,07:14:00,1
2018-03-19,5,-2,24,-2,5,2,0.2,82,9.875,1015,42.125,5,0,-2,113,122,326,0,2,7.4,météo très défavorable,19:18:00,07:12:00,-2
2018-03-20,8,-1,27,-1,8,5,0.2,70,10,1032,33.375,8,2,-7,113,122,113,0,2,8.8,météo très défavorable,19:20:00,07:10:00,-1
2018-03-21,8,-1,14,-1,8,5,0.1,90,10,1033,44.375,8,1,-3,116,119,116,0,3,8.8,météo très défavorable,19:21:00,07:08:00,-1
2018-03-22,9,-1,15,-1,9,6,0,93,10,1031,46.625,9,3,-4,113,116,122,0,3,8.8,météo très défavorable,19:22:00,07:06:00,0
2018-03-23,12,4,23,6,12,8,2.3,96,7.875,1016,91.125,12,8,3,122,353,119,0,2,6.1,météo défavorable,19:24:00,07:04:00,5
2018-03-24,11,4,17,4,11,9,2.8,96,9.75,1002,75.75,11,8,1,293,119,122,0,2,6.1,météo très défavorable,19:25:00,07:02:00,7
2018-03-25,12,6,20,6,11,9,1.9,98,6.625,1015,85.75,12,9,4,248,122,353,0,2,7.5,météo défavorable,19:27:00,07:00:00,7
2018-03-26,12,4,16,4,12,9,0.9,96,6,1020,57,12,6,1,143,116,122,0,2,10.3,météo très défavorable,19:28:00,06:58:00,4
2018-03-27,13,8,25,11,13,11,5.5,96,7.5,1017,89.75,13,11,8,296,353,353,0,3,6.4,météo défavorable,19:30:00,06:56:00,9
2018-03-28,11,4,29,11,10,8,5.3,94,8.375,1012,66.625,11,11,7,296,353,113,0,3,9,météo défavorable,19:31:00,06:53:00,11
2018-03-29,10,2,30,3,9,7,2.4,93,9.5,1010,77.125,10,7,-1,122,119,122,0,3,6.4,météo très défavorable,19:33:00,06:51:00,2
2018-03-30,10,3,24,5,9,6,9.8,99,7.875,999,83.5,10,5,3,248,119,122,0,2,7.7,météo très défavorable,19:34:00,06:49:00,5
2018-03-31,10,2,29,2,9,7,3,94,7.875,1010,60.5,10,6,-1,116,122,176,0,2,10.3,météo très défavorable,19:36:00,06:47:00,4
2018-04-01,9,1,19,1,9,8,0,93,9,1014,66.125,9,7,-1,116,119,122,0,3,6.5,météo très défavorable,19:37:00,06:45:00,1
2018-04-02,13,6,26,6,13,11,0.6,91,8,1007,80.625,13,11,3,116,122,119,0,3,6.5,météo défavorable,19:39:00,06:43:00,7
2018-04-03,13,8,27,10,11,10,0.4,95,10,998,56.25,13,9,7,119,122,113,0,3,9,météo correcte,19:40:00,06:41:00,10
2018-04-04,13,7,37,7,11,10,0.7,88,9.875,1006,58.125,13,9,4,116,122,116,0,4,9.1,météo correcte,19:41:00,06:39:00,8
2018-04-05,12,3,15,3,12,10,0,90,10,1019,34.625,12,7,0,113,116,116,0,3,11.6,météo très défavorable,19:43:00,06:37:00,4
2018-04-06,18,6,24,6,16,14,0,88,10,1014,36.375,18,13,1,116,119,113,0,4,9.1,météo correcte,19:44:00,06:35:00,6
2018-04-07,14,10,21,11,14,11,2.6,91,8.75,1008,69.5,14,11,9,116,119,143,0,4,6.6,météo défavorable,19:46:00,06:33:00,11
2018-04-08,11,9,14,9,11,11,4.4,97,6.125,1008,95.25,11,10,7,248,119,122,0,3,6.6,météo défavorable,19:47:00,06:31:00,9
2018-04-09,14,8,9,8,11,12,2.7,99,6.125,1007,97.25,14,12,7,248,122,122,0,3,6.6,météo défavorable,19:49:00,06:29:00,8
2018-04-10,14,8,11,8,13,12,5,96,8.375,1002,66.625,14,10,8,293,119,353,0,3,9.1,météo défavorable,19:50:00,06:27:00,8
2018-04-11,15,5,15,5,15,13,1.1,95,9,1003,48.75,15,11,3,143,116,113,0,3,10.4,météo correcte,19:51:00,06:25:00,6
2018-04-12,17,8,8,9,17,13,2.5,91,10,1002,77.25,17,11,8,353,353,122,0,3,7.9,météo défavorable,19:53:00,06:23:00,9
2018-04-13,16,6,6,6,16,13,10.4,96,7.125,1013,58.625,16,11,5,143,116,356,0,3,11.6,météo correcte,19:54:00,06:21:00,7
2018-04-14,17,9,15,9,17,14,9.2,96,7.125,1015,42.125,17,13,8,176,353,356,0,3,11.6,météo correcte,19:56:00,06:19:00,9
2018-04-15,14,8,30,9,14,12,1.6,97,8.75,1014,46.875,14,11,6,122,113,116,0,3,10.4,météo correcte,19:57:00,06:17:00,8
2018-04-16,15,6,22,6,15,12,0.2,95,7,1019,47.125,15,9,4,143,122,113,0,3,10.4,météo correcte,19:59:00,06:15:00,7
2018-04-17,19,6,23,6,18,16,0,86,10,1026,9.5,19,13,3,113,113,113,0,4,11.6,météo favorable,20:00:00,06:13:00,6
2018-04-18,24,10,23,10,22,21,0,93,10,1027,1.875,26,18,8,113,113,113,0,5,11.6,météo favorable,20:01:00,06:12:00,10
2018-04-19,25,13,9,13,23,22,0.4,92,10,1023,1.5,26,19,13,113,113,113,0,6,11.6,météo favorable,20:03:00,06:10:00,13
2018-04-20,26,13,7,14,24,22,2.3,93,9.875,1024,5.375,27,18,14,113,113,176,0,6,11.6,météo favorable,20:04:00,06:08:00,13
2018-04-21,25,14,18,14,24,21,9.1,92,9.375,1021,15.25,26,19,13,176,386,356,0,6,11.6,météo correcte,20:06:00,06:06:00,15
2018-04-22,22,11,22,11,22,17,0.6,85,10,1016,12.5,25,16,10,113,113,113,0,5,11.6,météo favorable,20:07:00,06:04:00,12
2018-04-23,15,9,8,9,15,14,0.3,96,6.75,1022,65.25,15,12,8,143,119,119,0,3,8.2,météo défavorable,20:08:00,06:02:00,9
2018-04-24,18,8,19,8,18,14,0.1,95,7,1022,18.375,18,12,8,143,113,113,0,3,11.6,météo favorable,20:10:00,06:01:00,8
2018-04-25,15,7,20,11,15,12,1.3,95,9.875,1021,59.875,15,10,9,122,122,176,0,4,12.3,météo correcte,20:11:00,05:59:00,9
2018-04-26,14,5,13,6,13,12,0.6,95,8,1023,45.375,14,9,3,143,122,353,0,4,11.3,météo correcte,20:13:00,05:57:00,5
2018-04-27,14,6,36,6,14,12,0.5,94,9,1014,60.5,14,9,3,116,122,122,0,4,10.2,météo correcte,20:14:00,05:55:00,6
2018-04-28,14,6,11,6,14,13,1.9,96,8.625,1012,40.125,14,10,4,143,116,176,0,4,14.5,météo correcte,20:16:00,05:54:00,6
2018-04-29,11,6,26,7,11,7,10.6,94,9,1010,79.875,11,9,5,119,122,302,0,2,9.2,météo défavorable,20:17:00,05:52:00,7
2018-04-30,10,5,24,6,8,9,12.4,95,8.875,1013,90.375,10,6,3,302,296,119,0,2,9.2,météo défavorable,20:18:00,05:50:00,6
2018-05-01,13,2,21,3,12,10,0.2,88,9.875,1015,43.375,13,7,0,113,119,116,0,2,13.4,météo correcte,20:20:00,05:49:00,2
2018-05-02,11,5,30,8,10,11,3.2,94,9.625,1015,79.375,11,10,5,122,122,176,0,2,10.3,météo défavorable,20:21:00,05:47:00,7
2018-05-03,15,4,15,5,14,12,0.2,93,10,1023,25.875,15,8,4,113,119,113,0,4,13.4,météo correcte,20:23:00,05:46:00,4
2018-05-04,17,5,15,7,16,14,0,90,10,1024,6.375,17,11,5,113,113,113,0,4,14.5,météo correcte,20:24:00,05:44:00,5
2018-05-05,21,6,16,7,20,18,0,90,10,1024,0.25,21,15,5,113,113,113,0,5,14.5,météo favorable,20:25:00,05:42:00,6
2018-05-06,24,10,12,11,23,22,2.4,92,7.625,1022,12.125,26,19,10,113,113,176,0,4,14.5,météo favorable,20:27:00,05:41:00,10
2018-05-07,26,15,7,16,25,22,6.2,93,9.5,1018,10.875,27,19,16,113,113,356,0,6,14.5,météo favorable,20:28:00,05:39:00,15
2018-05-08,19,11,24,14,19,15,1.1,93,9.875,1013,44.625,19,15,13,116,116,122,0,4,12.4,météo favorable,20:30:00,05:38:00,14
2018-05-09,17,7,10,8,16,14,0.2,93,9,1014,32.375,17,10,6,116,116,119,0,4,13.5,météo correcte,20:31:00,05:36:00,7
2018-05-10,14,7,21,8,14,13,0.5,88,9,1020,19,14,9,5,113,116,113,0,3,14.5,météo correcte,20:32:00,05:35:00,9
2018-05-11,18,6,24,8,18,14,0,89,9,1019,19.625,18,12,5,113,113,116,0,4,14.5,météo favorable,20:34:00,05:33:00,6
2018-05-12,12,6,16,9,11,11,1.2,95,6.25,1015,58.125,12,9,8,263,119,116,0,3,13.5,météo défavorable,20:35:00,05:32:00,10
2018-05-13,14,4,14,6,13,12,1.9,94,8,1020,29.75,14,8,4,143,353,113,0,4,13.5,météo correcte,20:36:00,05:31:00,4
2018-05-14,16,5,29,9,16,13,0,91,8,1022,22.125,16,10,6,116,116,116,0,3,14.5,météo correcte,20:38:00,05:29:00,5
2018-05-15,18,8,25,11,18,15,0,91,10,1022,16.5,18,12,9,116,113,113,0,5,14.5,météo favorable,20:39:00,05:28:00,9
2018-05-16,20,9,24,12,20,16,0,96,10,1022,31.125,20,14,10,116,113,116,0,5,13.5,météo favorable,20:40:00,05:27:00,10
2018-05-17,20,10,20,10,18,17,0.1,88,10,1023,39.375,20,14,7,116,113,116,0,5,14.5,météo favorable,20:42:00,05:26:00,10
2018-05-18,19,7,13,8,17,16,0,88,9,1024,34.875,19,12,6,113,122,113,0,4,12.5,météo correcte,20:43:00,05:24:00,7
2018-05-19,19,6,13,8,18,17,0,88,9,1023,12.5,19,13,6,116,113,113,0,5,14.5,météo favorable,20:44:00,05:23:00,6
2018-05-20,20,8,11,10,19,20,0,92,8,1022,5.875,20,14,9,113,113,113,0,4,14.5,météo favorable,20:45:00,05:22:00,8
2018-05-21,22,10,15,12,22,19,1.2,91,6.875,1016,6.125,25,16,11,113,113,113,0,4,14.5,météo favorable,20:47:00,05:21:00,10
2018-05-22,21,10,20,12,21,18,1.9,91,9.75,1018,12.25,21,14,11,113,176,113,0,5,14.5,météo favorable,20:48:00,05:20:00,10
2018-05-23,21,10,17,12,20,19,6.6,90,8.25,1020,16,24,15,10,113,176,356,0,5,14.5,météo favorable,20:49:00,05:19:00,10
2018-05-24,21,10,10,12,21,18,10.8,95,6.75,1019,46,21,16,11,143,353,356,0,4,14.5,météo correcte,20:50:00,05:18:00,10
2018-05-25,21,11,12,13,21,19,3.9,95,7.625,1018,44.125,21,16,12,143,113,116,0,4,14.5,météo favorable,20:51:00,05:17:00,11
2018-05-26,24,12,18,14,22,20,2.6,94,8.75,1016,46.75,25,18,13,116,353,200,0,5,12.5,météo correcte,20:52:00,05:16:00,12
2018-05-27,22,13,17,14,21,20,4.5,95,7.375,1016,54.25,24,17,13,116,116,176,0,4,14.5,météo favorable,20:53:00,05:15:00,13
2018-05-28,23,14,17,16,23,21,14.2,92,7.125,1017,38.125,25,19,16,113,356,116,0,5,14.5,météo défavorable,20:55:00,05:14:00,14
2018-05-29,22,15,15,16,22,20,6,94,7.875,1015,49.875,25,18,16,143,116,116,0,4,13.5,météo favorable,20:56:00,05:13:00,15
2018-05-30,21,14,18,16,21,20,2.5,96,5.375,1013,82,21,17,16,122,122,176,0,4,10.6,météo défavorable,20:57:00,05:13:00,14
2018-05-31,20,13,16,15,20,18,10.7,95,4.375,1017,83.875,20,17,14,143,356,356,0,4,9.7,météo défavorable,20:58:00,05:12:00,13
2018-06-01,21,14,13,15,20,20,2.1,95,7.875,1022,61.875,21,16,14,143,353,176,0,4,11.6,météo correcte,20:59:00,05:11:00,14
2018-06-02,23,11,5,14,23,22,1.2,92,7.75,1022,37.75,25,17,14,116,116,176,0,5,15.9,météo favorable,21:00:00,05:11:00,11
2018-06-03,23,14,18,16,23,20,11.1,92,8.125,1018,44.875,25,18,16,176,116,266,0,5,15.6,météo correcte,21:00:00,05:10:00,14
2018-06-04,21,15,16,16,21,20,16.7,95,7.75,1013,58.25,24,18,16,143,116,356,0,4,15.9,météo très défavorable,21:01:00,05:09:00,15
2018-06-05,21,14,13,16,19,19,6.2,97,7.375,1013,86.375,21,18,16,143,122,356,0,4,12.9,météo défavorable,21:02:00,05:09:00,14
2018-06-06,19,13,16,14,15,19,11.8,95,7.25,1014,97.125,19,17,12,122,302,353,0,4,12,météo défavorable,21:03:00,05:08:00,14
2018-06-07,22,15,12,16,21,20,7.5,96,6.5,1016,77.875,24,18,16,143,353,356,0,4,13.8,météo défavorable,21:04:00,05:08:00,15
2018-06-08,24,14,7,17,22,22,13.6,92,7.875,1016,28.25,25,19,17,113,356,353,0,5,16,météo défavorable,21:05:00,05:08:00,14
2018-06-09,24,16,14,17,24,23,13,93,6.75,1013,46.25,26,20,17,200,116,113,0,5,16,météo défavorable,21:05:00,05:07:00,16
2018-06-10,22,15,12,18,21,22,8.5,89,8.25,1013,41.125,25,19,18,116,176,176,0,5,15.6,météo correcte,21:06:00,05:07:00,15
2018-06-11,20,15,19,16,19,17,22.1,96,5.375,1012,71.25,20,18,16,143,356,359,0,4,12,météo très défavorable,21:07:00,05:07:00,15
2018-06-12,21,14,22,15,21,19,14.6,97,8.875,1018,53.375,21,16,14,302,113,113,0,4,15.6,météo défavorable,21:07:00,05:06:00,15
2018-06-13,20,10,7,13,20,19,2,90,7.875,1020,42.125,20,16,12,116,119,353,0,4,16,météo correcte,21:08:00,05:06:00,10
2018-06-14,17,12,19,13,16,17,1.5,93,7,1018,80.125,17,16,12,116,122,266,0,4,12.9,météo défavorable,21:08:00,05:06:00,12
2018-06-15,18,11,13,12,17,17,0.4,92,8.875,1019,41.25,18,13,12,116,119,113,0,4,16,météo correcte,21:09:00,05:06:00,11
2018-06-16,18,10,19,12,17,18,0.5,82,10,1020,59.75,18,15,13,116,122,116,0,5,14.7,météo correcte,21:09:00,05:06:00,10
2018-06-17,18,10,19,11,18,16,0.4,90,10,1022,77,18,15,10,116,122,122,0,4,12.9,météo défavorable,21:09:00,05:06:00,10
2018-06-18,20,14,12,15,19,20,0.4,94,5.75,1026,80.75,20,17,15,143,119,119,0,4,12.9,météo défavorable,21:10:00,05:06:00,14
2018-06-19,20,14,2,16,20,20,0.2,95,5.75,1027,76.75,20,18,16,143,122,119,0,4,12.9,météo défavorable,21:10:00,05:06:00,14
2018-06-20,26,14,10,16,25,23,0,94,7,1024,24,28,20,16,143,113,113,0,5,16,météo idéale,21:10:00,05:06:00,14
