#### EXPORT DONNEES METEO POUR "RENNES (ILLE-ET-VILAINE)" (LAT/LON: 48.117266/-1.6777926)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2013-02-18,9,-2,23,-2,7,3,0,95,10,1017,12,9,0,-8,113,113,113,0,2,10.3,météo très défavorable,18:34:00,08:08:00,-1
2013-02-19,11,-2,16,-2,8,3,0,94,10,1018,6.375,11,4,-7,113,113,113,0,2,10.3,météo très défavorable,18:35:00,08:06:00,-2
2013-02-20,9,-2,20,-2,9,3,0,89,10,1018,3.125,9,2,-6,113,113,113,0,2,10.3,météo très défavorable,18:37:00,08:04:00,-1
2013-02-21,5,-4,26,-4,4,-1,0,92,10,1018,2.375,5,0,-10,113,113,113,0,2,10.4,météo très défavorable,18:38:00,08:03:00,-2
2013-02-22,3,-5,26,-5,2,-1,0,81,10,1016,2,3,0,-11,113,113,113,0,2,10.4,météo très défavorable,18:40:00,08:01:00,-4
2013-02-23,4,-6,23,-6,3,-1,0,82,10,1021,40.625,4,0,-10,113,119,116,0,2,7,météo très défavorable,18:42:00,07:59:00,-5
2013-02-24,5,-3,26,-2,5,-0,0.3,90,10,1024,60.625,5,0,-7,116,119,116,0,1,7,météo très défavorable,18:43:00,07:57:00,-2
2013-02-25,6,-3,30,-2,6,3,0.4,90,9,1026,65.25,6,1,-7,119,119,122,0,2,5.5,météo très défavorable,18:45:00,07:55:00,-3
2013-02-26,4,1,22,3,3,2,2.6,97,6.25,1030,87.125,4,2,-3,296,332,119,0.3,1,5.5,météo très défavorable,18:46:00,07:54:00,3
2013-02-27,7,-2,20,-2,6,4,0.2,97,8.75,1030,68.875,7,3,-7,116,122,119,0,2,5.5,météo très défavorable,18:48:00,07:52:00,-2
2013-02-28,6,0,13,-0,5,4,0,96,9,1028,77.375,6,1,-4,143,122,119,0,2,5.5,météo très défavorable,18:49:00,07:50:00,0
2013-03-01,6,-3,18,-3,4,4,0.2,97,9,1026,69.875,6,0,-7,143,119,119,0,1,7,météo très défavorable,18:51:00,07:48:00,0
2013-03-02,6,-1,15,0,6,1,0,93,9,1026,39.25,6,0,-4,116,119,113,0,1,8.6,météo très défavorable,18:53:00,07:46:00,1
2013-03-03,9,-3,18,-3,7,3,0,98,8,1023,23.5,9,2,-8,116,113,113,0,1,10.1,météo très défavorable,18:54:00,07:44:00,-2
2013-03-04,13,-2,18,-2,10,7,0,97,10,1015,10.5,13,6,-7,116,113,113,0,3,11.1,météo très défavorable,18:56:00,07:42:00,-1
2013-03-05,14,4,25,4,13,10,0,96,10,1005,51.25,14,9,0,116,122,116,0,3,7.1,météo correcte,18:57:00,07:40:00,4
2013-03-06,13,7,21,7,13,10,1.4,97,8.75,999,70.5,13,10,3,116,122,263,0,3,7.1,météo défavorable,18:59:00,07:38:00,8
2013-03-07,16,8,20,8,15,11,2.2,97,6.5,996,79.5,16,11,6,143,116,116,0,3,8.7,météo défavorable,19:00:00,07:36:00,8
2013-03-08,15,8,22,9,14,10,26.9,97,8.625,1002,66.75,15,10,7,308,116,119,0,3,10.2,météo très défavorable,19:02:00,07:34:00,10
2013-03-09,15,5,9,5,14,8,0.5,98,6.125,1003,51.625,15,8,3,248,113,113,0,3,11.6,météo correcte,19:03:00,07:32:00,5
2013-03-10,14,5,17,5,14,8,11.3,95,8.125,1002,50.125,14,10,3,143,353,356,0,3,8.7,météo correcte,19:05:00,07:30:00,6
2013-03-11,11,-2,22,7,11,5,25.9,98,6.875,998,99.5,11,9,4,200,356,359,0,2,5.9,météo très défavorable,19:06:00,07:28:00,7
2013-03-12,2,-2,30,-0,2,-1,3.9,91,1.625,1008,98.5,2,0,-6,332,230,338,1.4,1,5.9,météo très défavorable,19:08:00,07:26:00,-1
2013-03-13,6,-3,23,-3,5,2,0.4,94,8.625,1014,67.875,6,2,-7,143,122,116,0.2,1,7.3,météo très défavorable,19:09:00,07:24:00,-2
2013-03-14,6,-2,17,-2,6,1,0.4,92,9.875,1019,25.5,6,0,-5,323,113,113,0,1,11.6,météo très défavorable,19:11:00,07:22:00,-1
2013-03-15,10,-4,28,-3,9,6,0.1,93,10,1019,56,10,4,-7,116,119,116,0,3,6,météo très défavorable,19:12:00,07:20:00,-3
2013-03-16,7,3,29,5,5,5,5.9,100,9.25,1009,73.5,7,7,0,122,389,116,0,2,8.8,météo très défavorable,19:14:00,07:18:00,5
2013-03-17,9,2,30,3,9,4,4.1,97,9.625,998,42.125,9,6,-2,200,176,176,0,3,10.2,météo très défavorable,19:15:00,07:16:00,2
2013-03-18,9,2,18,2,9,5,1.1,96,7.75,997,53.5,9,5,-2,143,200,116,0,2,8.8,météo très défavorable,19:17:00,07:14:00,3
2013-03-19,9,-1,19,-1,9,5,2.1,96,7.75,999,41.375,9,6,-3,143,116,176,0,3,8.8,météo très défavorable,19:18:00,07:12:00,0
2013-03-20,10,1,20,1,10,4,0.9,96,7.875,1015,35.625,10,4,-3,113,116,353,0,2,10.2,météo très défavorable,19:20:00,07:10:00,1
2013-03-21,7,3,21,4,7,7,7.5,99,7.5,1015,83.25,7,7,0,116,122,122,0,3,6.1,météo très défavorable,19:21:00,07:08:00,3
2013-03-22,14,5,26,5,14,10,1,94,7.125,1007,67.25,14,11,0,116,119,143,0,3,7.5,météo très défavorable,19:23:00,07:06:00,5
2013-03-23,15,1,7,1,14,10,0.6,100,5.125,1006,67.375,15,8,1,248,113,119,0,2,8.9,météo très défavorable,19:24:00,07:03:00,5
2013-03-24,10,4,16,6,10,8,0.3,97,9,1008,69.25,10,7,3,119,122,116,0,2,7.5,météo défavorable,19:26:00,07:01:00,5
2013-03-25,9,0,12,0,9,6,0.5,96,5.5,1009,73,9,4,-3,143,119,263,0,2,6.3,météo très défavorable,19:27:00,06:59:00,1
2013-03-26,8,3,12,3,8,6,0.3,85,10,1009,54.5,8,3,-1,116,116,116,0,2,10.3,météo très défavorable,19:29:00,06:57:00,3
2013-03-27,8,0,12,-0,8,5,0.1,91,10,1008,58.625,8,1,-3,119,119,116,0,3,10.3,météo très défavorable,19:30:00,06:55:00,1
2013-03-28,8,-1,15,-1,8,3,0.4,96,9,1012,28.5,8,0,-5,143,113,113,0,2,11.6,météo très défavorable,19:32:00,06:53:00,0
2013-03-29,5,-1,22,0,5,3,2.6,90,5.875,1010,81.625,5,2,-4,122,122,266,0.4,1,6.4,météo très défavorable,19:33:00,06:51:00,-1
2013-03-30,5,-2,19,2,3,3,3.3,97,8.625,1013,67,5,2,-3,296,317,113,0,1,9,météo très défavorable,19:34:00,06:49:00,2
2013-03-31,8,-5,16,-5,7,5,0,96,7,1013,9.25,8,0,-9,143,113,113,0,1,11.6,météo très défavorable,19:36:00,06:47:00,-4
2013-04-01,10,-3,24,-3,9,6,0,87,10,1006,27.125,10,1,-9,113,116,113,0,3,10.3,météo très défavorable,19:37:00,06:45:00,-3
2013-04-02,10,-2,17,-2,9,6,0,93,10,1012,21.875,10,1,-6,116,113,113,0,3,11.6,météo très défavorable,19:39:00,06:43:00,0
2013-04-03,9,-3,21,-3,9,5,0,94,10,1013,7.5,9,0,-7,113,113,113,0,3,11.6,météo très défavorable,19:40:00,06:41:00,-2
2013-04-04,7,-1,28,-1,7,3,3.7,98,7.875,1010,77.125,7,2,-6,116,122,317,1.2,2,6.5,météo très défavorable,19:42:00,06:39:00,-1
2013-04-05,5,1,22,1,5,4,9.5,98,5.625,1015,99.5,5,4,-4,338,296,266,2.5,1,6.5,météo très défavorable,19:43:00,06:37:00,1
2013-04-06,8,0,22,0,7,5,0.6,95,9.125,1025,48.75,8,2,-4,329,119,116,0.2,2,9.1,météo très défavorable,19:45:00,06:35:00,1
2013-04-07,10,-2,15,-1,9,7,0,96,7,1024,48,10,2,-5,143,116,119,0,2,9.1,météo très défavorable,19:46:00,06:33:00,-2
2013-04-08,12,1,22,1,12,8,5.2,99,9.75,1007,79.875,12,8,-2,296,122,116,0,2,7.8,météo très défavorable,19:47:00,06:31:00,2
2013-04-09,12,5,26,6,12,10,12.2,100,8.875,1004,63.125,12,10,1,116,302,176,0,2,7.9,météo très défavorable,19:49:00,06:29:00,7
2013-04-10,12,5,26,5,10,11,9.6,98,6.25,1008,88,12,11,3,248,122,296,0,3,6.6,météo très défavorable,19:50:00,06:27:00,6
2013-04-11,13,8,24,8,13,11,0.9,99,9.875,1002,61.75,13,10,5,119,122,113,0,3,9.1,météo correcte,19:52:00,06:25:00,8
2013-04-12,13,6,29,7,13,11,0.7,98,9.875,1013,56.5,13,8,4,116,119,116,0,3,9.1,météo correcte,19:53:00,06:23:00,8
2013-04-13,12,5,27,7,12,11,3.8,99,7.875,1017,83.375,12,11,4,122,122,119,0,3,6.7,météo défavorable,19:55:00,06:21:00,5
2013-04-14,20,8,28,9,20,15,0,97,10,1018,11.875,20,13,7,113,113,113,0,5,11.6,météo favorable,19:56:00,06:19:00,8
2013-04-15,17,8,20,9,17,13,1.3,98,7.75,1021,26.25,17,11,7,263,113,113,0,3,11.6,météo correcte,19:57:00,06:17:00,10
2013-04-16,14,7,24,9,14,11,1.2,96,9.875,1022,72,14,12,6,116,122,119,0,4,6.7,météo défavorable,19:59:00,06:15:00,9
2013-04-17,21,8,26,8,21,15,0,97,10,1022,17,21,15,5,116,113,113,0,5,11.6,météo favorable,20:00:00,06:13:00,8
2013-04-18,14,5,26,6,14,11,0.3,97,8.875,1026,27.625,14,9,4,113,116,113,0,3,11.6,météo correcte,20:02:00,06:11:00,7
2013-04-19,13,3,22,3,13,9,0.7,97,5.625,1031,29.5,13,6,0,143,176,113,0,2,10.4,météo correcte,20:03:00,06:09:00,3
2013-04-20,14,3,17,3,14,10,0,95,7,1032,4,14,5,0,143,113,113,0,3,11.6,météo correcte,20:04:00,06:07:00,3
2013-04-21,13,-1,12,1,13,10,0,91,8,1027,19.625,13,4,-1,113,116,113,0,2,11.6,météo très défavorable,20:06:00,06:06:00,-1
2013-04-22,14,3,10,4,14,12,0.1,98,7.5,1021,77.75,14,9,2,248,116,122,0,3,9.3,météo très défavorable,20:07:00,06:04:00,3
2013-04-23,18,8,10,9,16,15,0.2,98,5.75,1025,68.375,18,13,8,248,116,116,0,3,10.5,météo défavorable,20:09:00,06:02:00,8
2013-04-24,22,6,7,9,19,19,0,97,6.5,1026,61.75,25,16,9,248,116,113,0,4,12.2,météo correcte,20:10:00,06:00:00,10
2013-04-25,23,11,10,11,22,20,0,95,7,1025,10.125,25,16,10,143,113,116,0,5,14.5,météo favorable,20:12:00,05:59:00,11
2013-04-26,11,4,29,8,11,9,0.6,97,7.125,1018,45.75,11,9,5,119,263,113,0,2,12.3,météo défavorable,20:13:00,05:57:00,7
2013-04-27,11,2,23,3,11,7,1.8,88,9.875,1017,24.25,11,5,0,113,116,353,0,3,14.5,météo très défavorable,20:14:00,05:55:00,2
2013-04-28,12,0,13,2,12,9,0,96,6.75,1020,31.625,12,3,-1,143,113,113,0,2,14.5,météo très défavorable,20:16:00,05:53:00,1
2013-04-29,13,-1,17,5,13,9,0.4,80,9.875,1022,33.875,13,6,3,119,176,113,0,4,12.4,météo correcte,20:17:00,05:52:00,2
2013-04-30,15,3,26,4,15,11,0.4,89,9.375,1021,33,15,7,0,113,116,119,0,4,13.4,météo correcte,20:19:00,05:50:00,3
2013-05-01,12,7,21,7,12,10,16.9,91,6.5,1020,82.625,12,10,3,266,302,302,0,2,10.3,météo très défavorable,20:20:00,05:48:00,7
2013-05-02,13,6,15,7,12,12,4.5,98,6.625,1023,82.125,13,9,4,266,266,119,0,3,9.2,météo défavorable,20:21:00,05:47:00,6
2013-05-03,16,4,15,6,16,12,0,92,10,1023,12,16,7,4,113,113,113,0,4,14.5,météo correcte,20:23:00,05:45:00,4
2013-05-04,18,0,13,7,17,15,0,94,6.75,1024,28,18,11,5,113,113,113,0,3,14.5,météo favorable,20:24:00,05:44:00,0
2013-05-05,19,5,8,8,18,16,0,93,6.75,1024,21.375,19,12,8,113,113,113,0,4,14.5,météo favorable,20:26:00,05:42:00,5
2013-05-06,21,6,5,9,21,20,0,92,8,1023,13.25,21,15,8,113,113,113,0,4,14.5,météo favorable,20:27:00,05:40:00,6
2013-05-07,20,10,13,12,20,17,3,84,8.75,1017,53.125,20,14,12,116,176,353,0,5,13.5,météo favorable,20:28:00,05:39:00,10
2013-05-08,17,9,26,14,17,15,9.2,98,8.25,1015,83,17,14,12,302,122,353,0,4,9.3,météo défavorable,20:30:00,05:37:00,13
2013-05-09,14,4,26,6,14,12,0.2,92,8,1017,23.5,14,6,4,113,116,113,0,3,14.5,météo correcte,20:31:00,05:36:00,4
2013-05-10,15,7,14,8,14,13,0.4,93,10,1020,64.375,15,9,6,119,119,119,0,4,10.4,météo correcte,20:33:00,05:35:00,7
2013-05-11,15,8,19,8,15,13,1.2,98,7.125,1020,71.375,15,9,6,263,119,353,0,3,11.4,météo défavorable,20:34:00,05:33:00,8
2013-05-12,14,5,18,7,14,14,0.2,93,8.75,1023,71.5,14,10,5,116,119,119,0,4,11.4,météo défavorable,20:35:00,05:32:00,5
2013-05-13,14,9,17,11,14,12,0.5,94,8,1022,80.625,14,10,9,119,122,122,0,3,9.4,météo défavorable,20:37:00,05:30:00,10
2013-05-14,12,5,23,7,11,11,2.4,90,5.875,1016,73.75,12,10,5,122,122,122,0,3,9.4,météo défavorable,20:38:00,05:29:00,5
2013-05-15,13,4,17,7,13,11,4.4,95,9.5,1003,41.125,13,9,4,116,119,176,0,3,12.5,météo correcte,20:39:00,05:28:00,4
2013-05-16,14,3,6,6,14,11,4.1,90,8.75,1002,43.25,14,9,6,119,116,176,0,3,12.5,météo correcte,20:41:00,05:27:00,3
2013-05-17,16,-1,11,7,16,13,3.3,88,7.75,1006,22.625,16,11,6,116,113,386,0,3,14.5,météo correcte,20:42:00,05:25:00,-1
2013-05-18,16,5,25,7,16,11,2.4,97,8.625,1007,56.75,16,8,4,119,113,263,0,3,12.5,météo correcte,20:43:00,05:24:00,5
2013-05-19,12,7,16,8,12,11,11.5,98,7,1015,96.5,12,11,6,302,296,296,0,3,9.5,météo défavorable,20:44:00,05:23:00,7
2013-05-20,15,8,19,9,15,12,6.7,98,7.5,1016,85.375,15,11,7,296,116,296,0,3,10.5,météo défavorable,20:46:00,05:22:00,9
2013-05-21,18,9,19,11,18,15,1.2,98,7,1019,92.25,18,14,9,122,122,353,0,3,9.5,météo défavorable,20:47:00,05:21:00,9
2013-05-22,17,8,22,11,17,13,1.1,95,5.375,1020,62,17,11,10,143,353,113,0,3,11.5,météo correcte,20:48:00,05:20:00,9
2013-05-23,13,5,27,8,13,10,0.6,87,10,1019,24,13,7,6,116,113,116,0,4,14.5,météo correcte,20:49:00,05:19:00,6
2013-05-24,10,4,20,7,10,9,2.6,84,9.875,1017,70.5,10,7,4,122,122,176,0,3,10.6,météo défavorable,20:50:00,05:18:00,5
2013-05-25,14,5,19,7,14,12,1.9,93,8.625,1023,35.25,14,7,4,116,176,113,0,3,14.5,météo correcte,20:51:00,05:17:00,6
2013-05-26,19,2,5,7,19,15,0,82,9,1023,5.25,19,8,7,113,113,113,0,3,14.5,météo favorable,20:53:00,05:16:00,2
2013-05-27,17,5,20,9,17,14,0,87,10,1017,12.375,17,8,8,113,113,113,0,4,14.5,météo correcte,20:54:00,05:15:00,5
2013-05-28,14,7,19,8,14,12,16.6,98,7.875,1006,80.125,14,9,6,302,119,353,0,3,10.6,météo très défavorable,20:55:00,05:14:00,8
2013-05-29,14,4,10,7,14,14,1,97,6.125,1010,79.625,14,11,5,248,122,176,0,3,10.6,météo défavorable,20:56:00,05:13:00,4
2013-05-30,15,7,26,10,13,14,10.5,99,7.125,1015,95.25,15,12,8,302,296,353,0,3,9.7,météo défavorable,20:57:00,05:12:00,9
2013-05-31,18,8,19,11,15,15,1,97,7.125,1022,54.25,18,11,9,119,263,113,0,3,11.6,météo correcte,20:58:00,05:12:00,8
2013-06-01,18,7,23,11,18,13,0.1,95,6.5,1026,48.875,18,12,9,143,116,113,0,3,12.6,météo favorable,20:59:00,05:11:00,8
2013-06-02,17,7,16,10,17,15,0.4,92,7.375,1029,44.375,17,10,9,113,176,113,0,3,15.9,météo correcte,21:00:00,05:10:00,7
2013-06-03,18,5,18,9,17,16,0,84,7.75,1029,16,18,10,7,113,113,113,0,3,15.9,météo favorable,21:01:00,05:10:00,5
2013-06-04,19,5,15,7,18,17,0,87,8.75,1026,26.125,19,11,5,113,113,113,0,5,15.9,météo favorable,21:01:00,05:09:00,5
2013-06-05,22,8,12,10,22,20,0.1,91,7.5,1019,56.25,25,15,9,113,119,116,0,4,15.6,météo correcte,21:02:00,05:09:00,8
2013-06-06,23,12,12,14,23,22,6.4,91,6.875,1016,31.375,25,19,14,113,176,113,0,5,16,météo favorable,21:03:00,05:08:00,12
2013-06-07,25,14,10,16,25,22,13.5,97,9,1016,22.25,26,20,16,176,356,386,0,5,16,météo défavorable,21:04:00,05:08:00,14
2013-06-08,22,14,25,15,22,18,16.7,97,8.875,1015,60.875,25,18,14,353,116,356,0,5,12.9,météo très défavorable,21:05:00,05:08:00,15
2013-06-09,17,12,16,13,15,15,5,97,7.375,1014,79.875,17,13,11,266,263,116,0,3,12.9,météo défavorable,21:05:00,05:07:00,12
2013-06-10,17,12,10,13,16,17,0.2,84,9,1015,64,17,13,13,119,119,113,0,4,13.8,météo correcte,21:06:00,05:07:00,12
2013-06-11,17,12,17,13,16,16,3.4,99,6.5,1016,96.375,17,16,12,122,266,122,0,4,12,météo défavorable,21:07:00,05:07:00,12
2013-06-12,18,15,22,15,17,18,1.1,98,6,1017,90.375,18,16,14,122,122,119,0,4,12,météo défavorable,21:07:00,05:06:00,15
2013-06-13,16,10,17,13,15,16,3,98,7.75,1023,71.25,16,14,11,266,293,116,0,3,14.7,météo défavorable,21:08:00,05:06:00,13
2013-06-14,19,7,15,11,18,17,0,89,7,1023,33.75,19,11,10,122,113,113,0,4,15.6,météo favorable,21:08:00,05:06:00,7
2013-06-15,17,10,22,12,17,16,0.5,93,8.875,1018,54.375,17,12,10,176,119,113,0,4,15.6,météo correcte,21:09:00,05:06:00,13
2013-06-16,20,9,10,11,17,20,0.5,91,7.125,1017,62.375,20,15,11,116,119,116,0,4,14.7,météo correcte,21:09:00,05:06:00,10
2013-06-17,24,14,13,15,22,21,9,98,8.125,1011,78.5,26,20,14,200,356,119,0,4,12,météo défavorable,21:10:00,05:06:00,14
2013-06-18,21,12,9,12,18,19,0.1,92,8,1016,52.75,21,14,12,116,113,116,0,4,15.6,météo favorable,21:10:00,05:06:00,12
