#### EXPORT DONNEES METEO POUR "RENNES (ILLE-ET-VILAINE)" (LAT/LON: 48.117266/-1.6777926)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2017-01-26,4,-5,23,-5,3,0,0,76,10,1022,0.25,4,0,-11,113,113,113,0,2,8.7,météo très défavorable,17:57:00,08:42:00,-5
2017-01-27,8,-2,22,-1,7,5,2.6,96,9.75,1010,74.625,8,6,-6,122,296,122,0,2,3.4,météo très défavorable,17:59:00,08:41:00,-1
2017-01-28,9,3,15,3,9,4,1,95,7,1018,48.75,9,6,-0,266,116,113,0,2,9.6,météo très défavorable,18:00:00,08:39:00,6
2017-01-29,10,2,30,3,10,9,1.1,95,8,1019,83,10,9,-0,119,122,122,0,3,4.8,météo très défavorable,18:02:00,08:38:00,3
2017-01-30,12,10,14,11,12,11,2.8,98,5.875,1013,100,12,11,9,122,266,266,0,3,4.8,météo défavorable,18:03:00,08:37:00,11
2017-01-31,12,9,14,11,11,10,2.3,99,5.625,1014,94.875,12,11,9,248,143,266,0,3,4.8,météo défavorable,18:05:00,08:36:00,11
2017-02-01,11,9,24,9,11,10,7.5,99,7.25,1012,99.25,12,10,7,266,302,122,0,3,4.9,météo défavorable,18:07:00,08:34:00,9
2017-02-02,12,8,36,10,12,9,4.1,94,9,1005,75,12,10,7,122,122,116,0,3,6.6,météo défavorable,18:08:00,08:33:00,10
2017-02-03,10,5,40,7,10,6,2.8,90,9.875,1002,55.5,10,8,3,122,122,113,0,3,6.6,météo défavorable,18:10:00,08:32:00,7
2017-02-04,10,6,31,6,9,6,18.7,95,8.75,1003,68.125,10,5,1,302,176,122,0,2,9.8,météo très défavorable,18:11:00,08:30:00,6
2017-02-05,9,4,45,7,9,6,6.8,95,8.5,1014,61.5,9,7,1,200,122,176,0,2,8.3,météo défavorable,18:13:00,08:29:00,6
2017-02-06,8,3,19,3,7,6,4,94,9.75,1021,90.25,8,7,0,116,122,122,0,2,4.9,météo très défavorable,18:14:00,08:27:00,3
2017-02-07,11,5,16,6,11,7,5.2,95,8.625,1020,56.5,11,10,3,113,113,302,0,2,8.3,météo défavorable,18:16:00,08:26:00,10
2017-02-08,9,3,18,3,9,3,0.5,95,7.875,1028,47.125,9,5,-0,143,119,116,0,2,9.9,météo très défavorable,18:18:00,08:24:00,3
2017-02-09,6,2,17,2,6,4,0,95,9,1028,66.125,6,3,-1,143,116,119,0,1,8.3,météo très défavorable,18:19:00,08:23:00,4
2017-02-10,6,-1,19,-1,5,2,0,96,9,1022,17.25,6,1,-5,116,113,113,0,2,10,météo très défavorable,18:21:00,08:21:00,0
2017-02-11,5,-1,16,-1,5,0,0.2,91,10,1023,53.375,5,0,-3,119,116,113,0,2,10,météo très défavorable,18:22:00,08:20:00,0
2017-02-12,7,-2,26,-2,5,5,0.9,95,7.375,1019,57.5,7,6,-7,116,122,119,0,2,6.7,météo très défavorable,18:24:00,08:18:00,-2
2017-02-13,13,7,33,7,12,11,0.6,86,8,1013,71.5,13,9,2,113,119,122,0,3,5.1,météo défavorable,18:26:00,08:16:00,7
2017-02-14,14,8,15,9,12,9,2.8,97,8.75,1025,73.25,14,10,7,296,353,116,0,3,8.3,météo défavorable,18:27:00,08:15:00,9
2017-02-15,14,6,17,7,13,8,1.5,98,7.375,1032,56.5,14,10,4,119,263,113,0,4,8.3,météo correcte,18:29:00,08:13:00,7
2017-02-16,13,3,5,3,13,6,0,96,8,1032,46,13,8,3,113,113,116,0,2,10.2,météo correcte,18:30:00,08:11:00,5
2017-02-17,12,2,7,2,12,6,0,96,8,1031,65.25,12,7,1,143,122,119,0,2,5.1,météo très défavorable,18:32:00,08:10:00,2
2017-02-18,12,3,16,3,11,6,0,96,8,1026,13.5,12,7,-1,143,113,113,0,3,10.3,météo très défavorable,18:34:00,08:08:00,3
2017-02-19,13,2,10,2,12,9,0,92,9,1027,25.25,13,8,-0,113,113,119,0,3,8.4,météo correcte,18:35:00,08:06:00,3
2017-02-20,14,7,15,9,12,12,0.9,99,3.25,1026,99.5,14,12,8,248,122,143,0,3,5.2,météo défavorable,18:37:00,08:04:00,8
2017-02-21,12,9,17,10,11,9,0.2,97,6.75,1025,89,12,10,9,143,122,119,0,3,5.2,météo défavorable,18:38:00,08:03:00,11
2017-02-22,11,7,19,8,11,10,0.3,97,10,1022,94.125,11,9,5,122,122,122,0,3,5.2,météo défavorable,18:40:00,08:01:00,7
2017-02-23,11,7,31,10,11,9,0.6,90,9,1015,93.875,11,9,7,122,353,122,0,3,5.4,météo défavorable,18:42:00,07:59:00,10
2017-02-24,10,3,18,3,10,4,0.2,86,10,1023,50.125,10,3,0,122,116,113,0,3,10.1,météo très défavorable,18:43:00,07:57:00,5
2017-02-25,11,3,25,3,11,7,0,95,9,1023,30.625,11,6,-0,143,113,116,0,3,10.9,météo très défavorable,18:45:00,07:55:00,3
2017-02-26,12,5,23,9,12,10,0.3,98,10,1016,84.875,12,10,7,119,122,122,0,3,5.5,météo défavorable,18:46:00,07:54:00,7
2017-02-27,11,4,38,10,9,6,16.7,91,8.75,1008,87.75,11,9,4,200,389,122,0,2,5.5,météo très défavorable,18:48:00,07:52:00,11
2017-02-28,9,4,29,5,9,7,0.2,84,10,1005,59,9,4,1,122,113,122,0,3,8.6,météo très défavorable,18:50:00,07:50:00,4
2017-03-01,12,6,34,7,12,10,4.6,97,9.75,1010,86.625,12,10,4,122,122,122,0,2,5.5,météo défavorable,18:51:00,07:48:00,7
2017-03-02,11,3,18,3,11,7,0,90,10,1018,38.75,11,5,-1,113,116,122,0,3,10.1,météo très défavorable,18:53:00,07:46:00,4
2017-03-03,14,7,25,8,12,10,1.7,97,9.875,1010,85,14,10,5,122,122,119,0,3,7.1,météo défavorable,18:54:00,07:44:00,8
2017-03-04,11,5,26,5,11,7,1.1,95,9,1001,51.625,11,6,2,143,113,353,0,2,8.6,météo très défavorable,18:56:00,07:42:00,6
2017-03-05,11,4,35,8,11,7,5.7,96,9.875,1008,62.625,11,8,4,122,296,353,0,3,8.6,météo défavorable,18:57:00,07:40:00,5
2017-03-06,10,6,48,8,7,7,9.9,99,8.5,1019,75.125,10,8,2,389,353,353,0,3,7.1,météo défavorable,18:59:00,07:38:00,6
2017-03-07,7,6,17,6,7,7,3,95,7.75,1021,84.875,7,7,3,116,122,296,0,3,5.8,météo très défavorable,19:00:00,07:36:00,6
2017-03-08,14,10,30,11,13,12,0.2,95,10,1023,92.5,14,12,9,122,122,116,0,3,5.8,météo défavorable,19:02:00,07:34:00,11
2017-03-09,15,11,18,11,14,12,0.6,94,9,1027,84.625,15,12,8,119,122,353,0,3,5.9,météo défavorable,19:03:00,07:32:00,11
2017-03-10,16,8,15,8,16,12,0.4,98,6.25,1027,69.375,16,12,7,248,119,116,0,3,8.7,météo défavorable,19:05:00,07:30:00,10
2017-03-11,17,6,13,6,15,11,0,94,9,1021,53.625,17,10,4,122,116,119,0,4,8.7,météo correcte,19:06:00,07:28:00,7
2017-03-12,11,8,23,10,10,9,10.8,97,7,1021,84.5,11,10,7,143,296,302,0,4,5.9,météo défavorable,19:08:00,07:26:00,10
2017-03-13,13,4,23,7,13,8,0,95,10,1034,31.875,13,8,4,116,116,113,0,2,11.6,météo correcte,19:09:00,07:24:00,8
2017-03-14,14,2,10,2,14,10,0.1,91,9,1036,52.375,14,10,1,113,122,122,0,3,7.4,météo correcte,19:11:00,07:22:00,2
2017-03-15,12,5,13,5,12,10,0.1,96,6,1036,68.625,12,10,4,143,122,119,0,2,6,météo très défavorable,19:12:00,07:20:00,6
2017-03-16,18,5,10,5,16,12,0,97,6.75,1029,28.375,18,12,3,248,113,113,0,3,11.6,météo favorable,19:14:00,07:18:00,5
2017-03-17,12,6,14,7,11,8,0.1,94,10,1025,54,12,7,6,119,116,113,0,2,10.2,météo défavorable,19:15:00,07:16:00,8
2017-03-18,15,6,22,9,13,12,0.5,91,8,1022,91.875,15,11,6,122,266,122,0,4,6,météo défavorable,19:17:00,07:14:00,7
2017-03-19,12,9,20,10,12,11,0.1,96,10,1020,95.875,12,9,8,122,122,122,0,3,6,météo défavorable,19:18:00,07:12:00,9
2017-03-20,11,8,27,8,11,11,0.7,94,9,1016,90.875,11,10,5,119,122,122,0,3,6.1,météo défavorable,19:20:00,07:10:00,9
2017-03-21,11,4,15,6,11,7,0.6,93,9.375,1016,58.25,11,7,4,122,116,122,0,2,10.2,météo défavorable,19:21:00,07:08:00,7
2017-03-22,10,4,20,6,10,7,5.4,95,9.5,1010,63,10,6,1,200,293,353,0,2,8.8,météo défavorable,19:23:00,07:05:00,5
2017-03-23,9,3,9,3,9,7,0.7,98,5.375,1014,78.5,9,6,2,248,122,116,0,2,7.5,météo très défavorable,19:24:00,07:03:00,3
2017-03-24,13,2,18,2,12,10,0,97,7,1024,40.125,13,9,-2,143,113,119,0,2,8.9,météo correcte,19:26:00,07:01:00,2
2017-03-25,15,7,33,7,15,12,0,96,10,1024,26.625,15,10,4,119,113,113,0,4,11.6,météo correcte,19:27:00,06:59:00,7
2017-03-26,15,6,15,6,13,12,0,95,9,1019,33.5,15,9,3,143,116,113,0,3,11.6,météo correcte,19:29:00,06:57:00,8
2017-03-27,17,6,18,6,16,14,0,93,10,1019,9.375,17,11,4,113,113,116,0,4,11.6,météo correcte,19:30:00,06:55:00,6
2017-03-28,15,7,27,7,15,12,0.1,97,8,1026,35.5,15,10,5,143,116,116,0,4,11.6,météo correcte,19:32:00,06:53:00,7
2017-03-29,19,8,21,8,17,14,0,83,10,1026,43,19,12,6,116,116,113,0,3,11.6,météo favorable,19:33:00,06:51:00,8
2017-03-30,21,8,20,8,19,17,0,93,10,1024,23.25,21,15,6,113,116,113,0,5,11.6,météo favorable,19:35:00,06:49:00,9
2017-03-31,14,9,27,10,13,11,0.2,97,10,1015,64.75,14,10,8,122,122,116,0,3,9,météo correcte,19:36:00,06:47:00,11
2017-04-01,14,6,18,6,14,11,3.2,97,9,1016,48.5,14,9,3,116,116,353,0,4,10.3,météo correcte,19:37:00,06:45:00,7
2017-04-02,15,6,14,6,15,11,0.2,98,7.625,1026,42.125,15,9,3,248,116,113,0,3,11.6,météo correcte,19:39:00,06:43:00,6
2017-04-03,16,5,10,5,16,13,0.2,94,8,1027,11.875,16,10,3,113,113,113,0,3,11.6,météo correcte,19:40:00,06:41:00,5
2017-04-04,14,6,20,8,14,12,0.7,90,10,1028,63.75,14,10,7,122,353,119,0,4,6.5,météo correcte,19:42:00,06:39:00,6
2017-04-05,14,6,21,9,14,10,0.6,98,9,1030,53.875,14,10,7,119,353,113,0,3,9.1,météo correcte,19:43:00,06:37:00,9
2017-04-06,14,4,14,4,14,12,0,93,9,1030,29.875,14,9,2,113,122,116,0,3,9.1,météo correcte,19:45:00,06:35:00,4
2017-04-07,17,4,12,4,15,15,0,94,8,1028,1.625,17,12,3,143,113,113,0,3,11.6,météo correcte,19:46:00,06:32:00,5
2017-04-08,21,7,19,7,18,17,0,94,9,1024,0.875,21,15,4,143,113,113,0,5,11.6,météo favorable,19:47:00,06:30:00,7
2017-04-09,25,9,11,9,22,17,0,95,9,1024,4.375,26,17,7,143,113,113,0,5,11.6,météo favorable,19:49:00,06:28:00,9
2017-04-10,15,6,19,7,15,11,0.1,97,8.75,1028,53.25,15,10,5,248,122,113,0,3,9.1,météo correcte,19:50:00,06:27:00,7
2017-04-11,14,4,10,4,13,12,0.2,92,9,1029,35.5,14,9,2,113,122,116,0,3,9.1,météo correcte,19:52:00,06:25:00,4
2017-04-12,16,3,12,5,16,11,0,90,9,1027,26.875,16,10,4,113,116,116,0,4,10.4,météo correcte,19:53:00,06:23:00,3
2017-04-13,13,4,9,4,13,12,0.1,96,7,1021,52.375,13,9,3,143,122,116,0,3,6.7,météo correcte,19:55:00,06:21:00,4
2017-04-14,12,4,11,5,12,11,0.1,95,7,1021,59.625,12,9,3,143,122,122,0,3,7.9,météo très défavorable,19:56:00,06:19:00,4
2017-04-15,15,7,13,8,15,12,1.4,89,9,1025,78.625,15,11,6,119,122,353,0,3,6.7,météo défavorable,19:57:00,06:17:00,7
2017-04-16,13,4,12,4,12,11,0.2,93,10,1027,43.375,13,8,2,116,119,116,0,4,9.2,météo correcte,19:59:00,06:15:00,4
2017-04-17,13,4,15,6,13,11,0.5,97,6,1025,51.625,13,9,4,143,353,116,0,3,8.1,météo correcte,20:00:00,06:13:00,4
2017-04-18,13,3,19,4,13,10,0.4,88,8.875,1031,25.5,13,6,1,113,116,113,0,2,10.4,météo correcte,20:02:00,06:11:00,3
2017-04-19,13,2,18,2,12,10,0.1,91,10,1035,5.75,13,5,-1,113,113,113,0,3,11.6,météo correcte,20:03:00,06:09:00,2
2017-04-20,13,1,16,1,12,11,0,81,10,1036,2.5,13,6,-3,113,113,113,0,3,11.6,météo très défavorable,20:05:00,06:07:00,1
2017-04-21,16,2,13,3,14,15,0,80,10,1034,1.375,16,10,0,113,113,113,0,4,11.6,météo correcte,20:06:00,06:06:00,2
2017-04-22,17,5,15,6,16,14,0.2,94,10,1029,25.625,17,11,4,113,119,116,0,4,9.3,météo correcte,20:07:00,06:04:00,5
2017-04-23,15,5,17,5,15,13,0,95,10,1027,17.125,15,9,3,113,113,113,0,4,11.6,météo correcte,20:09:00,06:02:00,5
2017-04-24,15,4,12,5,15,13,0,90,10,1022,40,15,9,4,122,113,113,0,4,13.4,météo correcte,20:10:00,06:00:00,4
2017-04-25,9,2,22,6,9,7,1,92,7.875,1014,56.625,9,7,3,122,116,113,0,2,12.3,météo défavorable,20:12:00,05:59:00,7
2017-04-26,10,0,24,2,10,8,4.1,81,9.375,1020,18,10,4,-1,113,386,176,0,3,14.5,météo très défavorable,20:13:00,05:57:00,0
2017-04-27,11,0,18,2,11,8,0.2,88,9.875,1022,21.625,11,3,-1,113,116,113,0,3,14.5,météo très défavorable,20:14:00,05:55:00,0
2017-04-28,12,2,13,5,12,11,2.1,89,10,1021,80,12,9,2,122,353,353,0,4,10.2,météo très défavorable,20:16:00,05:53:00,3
2017-04-29,15,3,24,5,15,13,0.3,96,9,1019,27.625,15,9,3,143,116,113,0,4,14.5,météo correcte,20:17:00,05:52:00,4
2017-04-30,13,7,23,8,13,10,12.5,96,7.875,1005,68.125,13,11,5,122,266,299,0,4,10.2,météo défavorable,20:19:00,05:50:00,8
2017-05-01,13,6,31,6,13,10,8.8,86,8.625,1012,69,13,9,2,113,122,353,0,3,11.3,météo défavorable,20:20:00,05:48:00,6
2017-05-02,15,6,11,7,15,14,5.3,96,8.5,1020,51.5,15,11,5,143,353,176,0,3,13.4,météo correcte,20:22:00,05:47:00,6
2017-05-03,15,5,22,7,15,12,0.9,90,9.75,1020,29.75,15,9,6,113,353,176,0,4,13.4,météo correcte,20:23:00,05:45:00,5
2017-05-04,16,4,19,7,16,14,1.3,92,7.625,1019,32.875,16,11,5,116,176,176,0,3,14.5,météo correcte,20:24:00,05:44:00,4
2017-05-05,18,7,32,8,17,16,1.4,95,9.875,1018,50.125,18,12,5,116,116,116,0,4,14.5,météo favorable,20:26:00,05:42:00,7
2017-05-06,16,9,25,12,16,14,32.1,97,7.75,1016,82.75,16,12,10,308,296,356,0,3,9.3,météo très défavorable,20:27:00,05:40:00,12
2017-05-07,17,8,17,11,16,13,1.4,97,6.75,1024,61.25,17,12,11,143,353,113,0,3,11.4,météo correcte,20:29:00,05:39:00,8
2017-05-08,16,5,22,9,15,13,0.6,91,8,1025,29.875,16,12,8,113,353,116,0,3,13.5,météo correcte,20:30:00,05:37:00,5
2017-05-09,16,5,22,6,15,14,0,89,10,1024,7.375,16,10,2,113,113,113,0,4,14.5,météo correcte,20:31:00,05:36:00,5
2017-05-10,20,7,24,8,18,17,1.2,91,8.75,1011,49.5,20,15,5,116,116,353,0,5,12.4,météo favorable,20:33:00,05:35:00,7
2017-05-11,16,10,20,11,14,15,3,97,8.625,998,84.25,16,14,10,353,122,119,0,3,9.4,météo défavorable,20:34:00,05:33:00,10
2017-05-12,17,11,31,12,17,15,1.1,92,10,1005,66.5,17,13,10,116,119,119,0,4,11.4,météo défavorable,20:35:00,05:32:00,11
2017-05-13,17,10,26,10,17,15,0.5,95,9.875,1015,44.875,17,11,8,116,113,116,0,3,14.5,météo correcte,20:37:00,05:30:00,10
2017-05-14,18,11,20,11,17,16,0.5,93,10,1026,38,18,11,9,116,113,113,0,4,13.5,météo favorable,20:38:00,05:29:00,11
2017-05-15,22,10,20,12,21,20,0,81,10,1027,64.25,25,16,11,122,119,116,0,5,10.5,météo correcte,20:39:00,05:28:00,10
2017-05-16,25,12,12,15,24,23,1.3,84,9.75,1027,40.125,26,19,15,116,116,176,0,5,14.5,météo favorable,20:41:00,05:26:00,15
2017-05-17,20,14,18,18,18,16,14.5,91,8,1022,75,20,18,17,116,122,302,0,4,10.5,météo défavorable,20:42:00,05:25:00,14
2017-05-18,14,8,17,10,14,12,4.1,94,7.125,1015,73.75,14,12,9,263,122,353,0,3,11.5,météo défavorable,20:43:00,05:24:00,11
2017-05-19,14,5,14,8,14,12,6.4,89,9.5,1017,40.125,14,10,7,119,116,356,0,4,13.5,météo correcte,20:44:00,05:23:00,5
2017-05-20,16,5,16,8,15,15,1.3,91,9.625,1025,32.25,16,11,7,116,116,176,0,3,14.5,météo correcte,20:46:00,05:22:00,5
2017-05-21,20,6,20,9,18,19,0,92,10,1025,31.125,20,15,8,116,113,116,0,5,14.5,météo favorable,20:47:00,05:21:00,6
2017-05-22,25,11,14,13,23,21,0,93,10,1019,27.25,26,18,11,119,113,113,0,6,13.5,météo favorable,20:48:00,05:20:00,11
2017-05-23,21,9,9,12,21,20,0.3,90,7,1025,36.125,24,17,11,113,122,116,0,4,12.5,météo correcte,20:49:00,05:19:00,9
2017-05-24,23,11,11,14,23,22,0,95,6.5,1026,51.625,25,18,13,143,116,116,0,4,14.5,météo favorable,20:50:00,05:18:00,11
2017-05-25,26,14,23,16,24,23,0,93,10,1022,9.625,27,20,16,116,113,113,0,6,14.5,météo idéale,20:52:00,05:17:00,14
2017-05-26,28,15,22,16,25,26,1.9,90,10,1016,5.375,30,22,16,113,113,113,0,6,14.5,météo idéale,20:53:00,05:16:00,15
2017-05-27,24,16,12,16,20,23,0.3,95,10,1017,56.875,25,18,16,119,116,116,0,5,11.6,météo correcte,20:54:00,05:15:00,16
2017-05-28,26,16,15,19,23,25,11.9,97,8.875,1017,69.25,28,22,19,356,200,353,0,5,11.6,météo défavorable,20:55:00,05:14:00,17
2017-05-29,21,14,14,17,20,19,26.7,98,7.5,1015,82.5,21,18,17,302,302,356,0,4,10.6,météo très défavorable,20:56:00,05:13:00,16
2017-05-30,19,13,10,13,18,19,1.2,95,8,1022,74.125,19,15,13,143,122,119,0,4,10.6,météo défavorable,20:57:00,05:12:00,14
2017-05-31,22,11,8,14,21,21,0.9,88,9.625,1023,31.5,25,16,14,116,176,176,0,5,14.5,météo favorable,20:58:00,05:12:00,11
2017-06-01,25,13,8,15,24,23,3.6,92,8.625,1022,12.375,26,19,15,113,176,176,0,6,14.5,météo favorable,20:59:00,05:11:00,13
2017-06-02,24,13,12,17,23,21,0.3,91,10,1018,20.625,25,17,17,113,113,116,0,6,15.9,météo idéale,21:00:00,05:10:00,13
2017-06-03,18,12,16,14,17,17,1.5,95,8,1019,66.375,18,13,13,266,116,116,0,4,14.7,météo défavorable,21:01:00,05:10:00,14
2017-06-04,19,8,16,11,18,17,0.6,86,9,1020,43.25,19,13,10,113,119,116,0,4,15.6,météo correcte,21:02:00,05:09:00,8
2017-06-05,18,9,32,12,18,14,3.7,92,7.375,1018,57.5,18,13,11,116,119,122,0,4,13.8,météo correcte,21:02:00,05:09:00,9
2017-06-06,16,10,35,11,16,14,2.8,85,9,1016,40.375,16,11,8,113,116,353,0,3,16,météo correcte,21:03:00,05:08:00,10
2017-06-07,18,8,21,11,18,16,0.1,86,10,1020,31.5,18,12,8,113,116,116,0,5,16,météo favorable,21:04:00,05:08:00,8
2017-06-08,23,10,24,13,22,18,0.2,88,9.375,1018,53,25,15,11,113,119,119,0,5,13.8,météo correcte,21:05:00,05:08:00,10
2017-06-09,20,11,18,13,20,18,0.3,91,10,1019,41.125,20,13,11,113,119,119,0,5,15.6,météo correcte,21:05:00,05:07:00,11
2017-06-10,24,11,18,14,23,21,0,90,8,1019,21.125,25,16,13,113,113,113,0,5,16,météo favorable,21:06:00,05:07:00,11
2017-06-11,23,13,18,16,23,19,0.4,92,8.875,1020,37.375,25,18,16,113,119,176,0,6,16,météo correcte,21:07:00,05:07:00,13
2017-06-12,20,9,10,11,19,17,0,90,8,1023,18.875,20,13,10,113,116,113,0,4,16,météo favorable,21:07:00,05:06:00,9
2017-06-13,23,9,12,12,21,21,0,87,10,1021,24.125,25,16,11,113,116,116,0,5,16,météo favorable,21:08:00,05:06:00,9
2017-06-14,27,14,9,16,27,26,0,90,9,1017,28.375,29,20,16,116,116,116,0,5,16,météo favorable,21:08:00,05:06:00,14
2017-06-15,23,13,15,15,23,20,0.1,84,10,1023,22.25,25,16,15,113,113,119,0,6,16,météo favorable,21:09:00,05:06:00,13
2017-06-16,21,9,17,13,21,19,0,89,8,1028,14.75,25,14,12,113,113,113,0,4,16,météo favorable,21:09:00,05:06:00,9
2017-06-17,25,12,15,15,24,24,0,89,8,1028,19.125,27,19,14,113,113,116,0,5,16,météo idéale,21:10:00,05:06:00,12
2017-06-18,29,16,17,18,27,27,0,91,8,1024,8.625,30,21,18,113,113,113,0,5,16,météo idéale,21:10:00,05:06:00,16
2017-06-19,32,19,15,20,30,31,0,91,9,1018,10.875,36,22,20,113,113,113,0,7,16,météo favorable,21:10:00,05:06:00,19
2017-06-20,32,20,14,23,32,28,0.3,78,10,1015,4.5,35,21,23,113,113,113,0,7,16,météo favorable,21:10:00,05:06:00,20
2017-06-21,30,16,13,19,29,27,0,84,10,1015,4.25,31,19,19,113,113,113,0,7,16,météo idéale,21:11:00,05:07:00,16
2017-06-22,25,16,12,20,25,23,0,91,9,1018,36.625,26,18,20,116,116,119,0,6,15.6,météo favorable,21:11:00,05:07:00,16
