#### EXPORT DONNEES METEO POUR "RENNES (ILLE-ET-VILAINE)" (LAT/LON: 48.117266/-1.6777926)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2015-01-27,10,5,19,5,10,7,0.1,86,10,1031,96.375,10,5,3,122,122,122,0,2,3.4,météo très défavorable,17:58:00,08:41:00,5
2015-01-28,11,5,34,5,11,7,0.7,92,10,1027,90.75,11,10,2,122,122,122,0,2,4.8,météo très défavorable,18:00:00,08:40:00,6
2015-01-29,8,4,32,6,8,6,3.9,91,8.625,1010,87,8,6,2,122,122,119,0,2,4.8,météo très défavorable,18:01:00,08:39:00,6
2015-01-30,9,2,39,4,9,4,1.1,78,9.25,989,43.375,9,3,-2,122,263,116,0,3,8.2,météo très défavorable,18:03:00,08:38:00,2
2015-01-31,7,2,31,2,7,4,2.3,86,9.625,997,70,7,2,-3,122,200,200,0,2,6.5,météo très défavorable,18:04:00,08:36:00,2
2015-02-01,6,1,35,1,5,2,2.8,84,8.5,1009,68.75,6,2,-4,122,266,119,0.7,1,6.5,météo très défavorable,18:06:00,08:35:00,1
2015-02-02,5,0,13,-0,5,1,0,83,10,1009,89.25,5,0,-4,122,122,122,0,1,4.9,météo très défavorable,18:07:00,08:34:00,1
2015-02-03,4,-1,17,0,4,0,0.8,89,9.375,1009,90,4,0,-1,122,362,326,0.3,1,4.9,météo très défavorable,18:09:00,08:32:00,-1
2015-02-04,6,-1,28,-1,6,2,0.2,91,10,1022,60,6,0,-6,116,119,116,0.1,1,8.2,météo très défavorable,18:10:00,08:31:00,-1
2015-02-05,5,0,25,1,5,2,5.8,90,8.375,1023,61.25,5,2,-4,116,317,338,2.2,2,4.9,météo très défavorable,18:12:00,08:30:00,1
2015-02-06,4,-3,36,-3,3,-0,0,84,10,1025,5.625,4,0,-10,116,113,113,0,2,9.9,météo très défavorable,18:14:00,08:28:00,-3
2015-02-07,7,-2,31,-2,5,2,0,70,10,1033,12.5,7,0,-9,113,113,113,0,2,9.9,météo très défavorable,18:15:00,08:27:00,-2
2015-02-08,8,1,26,2,8,3,0,94,10,1037,49.375,8,3,-2,119,122,113,0,2,8.3,météo très défavorable,18:17:00,08:25:00,1
2015-02-09,9,0,15,-0,9,3,0,93,10,1038,6,9,5,-3,113,113,113,0,3,9.9,météo très défavorable,18:18:00,08:24:00,0
2015-02-10,8,-2,21,-2,6,2,0,95,8,1032,18.375,8,2,-6,143,113,113,0,1,10,météo très défavorable,18:20:00,08:22:00,-1
2015-02-11,9,-2,13,-1,7,2,0,95,8,1026,17.375,9,3,-5,143,113,113,0,2,10,météo très défavorable,18:22:00,08:20:00,-2
2015-02-12,10,0,18,0,8,5,0,92,10,1021,47,10,4,-4,116,119,116,0,3,6.7,météo très défavorable,18:23:00,08:19:00,0
2015-02-13,11,4,43,5,9,8,1.7,95,9.625,1015,59.5,11,7,0,116,122,200,0,2,8.3,météo très défavorable,18:25:00,08:17:00,5
2015-02-14,8,4,31,5,8,5,5.2,92,7.625,1005,82.625,8,6,1,122,389,293,0,2,5.1,météo très défavorable,18:26:00,08:16:00,6
2015-02-15,9,2,15,2,9,4,0.1,96,7,1017,31.125,9,5,-1,143,116,116,0,2,10.1,météo très défavorable,18:28:00,08:14:00,2
2015-02-16,6,2,23,4,6,5,17.8,97,8.875,1022,49.375,6,5,1,113,119,308,0,3,6.7,météo très défavorable,18:30:00,08:12:00,5
2015-02-17,8,1,24,3,8,3,0.1,91,10,1042,8.375,8,3,-2,113,113,113,0,3,10.2,météo très défavorable,18:31:00,08:11:00,3
2015-02-18,9,-1,8,-1,8,3,0,85,10,1042,22.75,9,0,-3,116,116,113,0,2,10.2,météo très défavorable,18:33:00,08:09:00,-1
2015-02-19,9,0,30,1,9,6,1,94,9.875,1034,42.75,9,5,-3,113,116,122,0,3,10,météo très défavorable,18:34:00,08:07:00,0
2015-02-20,11,4,39,9,10,6,12.9,96,9.125,1019,85.25,11,9,5,122,302,353,0,2,6.8,météo défavorable,18:36:00,08:05:00,8
2015-02-21,8,2,31,3,8,3,1.1,92,9.25,1010,40.375,8,2,-2,116,116,116,0,3,10.3,météo très défavorable,18:38:00,08:04:00,3
2015-02-22,9,0,35,0,9,7,1.3,89,8.875,1013,48.25,9,8,-3,113,119,122,0,3,6.8,météo très défavorable,18:39:00,08:02:00,0
2015-02-23,11,3,35,7,9,5,2.3,90,9.75,1004,55.875,11,10,3,116,119,113,0,2,10,météo défavorable,18:41:00,08:00:00,11
2015-02-24,9,2,35,3,9,5,0.4,83,9.75,1021,29.25,9,2,-2,116,116,176,0,3,10.8,météo très défavorable,18:42:00,07:58:00,2
2015-02-25,11,5,25,7,11,10,1,97,8.875,1022,96.75,11,10,4,122,122,122,0,2,5.4,météo défavorable,18:44:00,07:56:00,6
2015-02-26,12,6,24,9,12,8,10.5,98,5.75,1022,90.75,12,10,7,248,122,302,0,3,5.5,météo défavorable,18:46:00,07:55:00,10
2015-02-27,9,2,17,2,9,7,0.2,86,10,1025,43.125,9,3,-2,113,116,122,0,3,8.5,météo très défavorable,18:47:00,07:53:00,4
2015-02-28,12,4,32,7,10,10,4.7,94,8.625,1022,93.75,12,10,3,122,122,122,0,3,5.5,météo défavorable,18:49:00,07:51:00,6
2015-03-01,12,9,32,9,11,11,0.8,93,9,1012,91.75,12,11,7,122,122,122,0,3,5.5,météo défavorable,18:50:00,07:49:00,11
2015-03-02,10,5,30,6,10,6,1,85,9.75,1023,47.375,10,7,2,116,116,116,0,2,11.1,météo défavorable,18:52:00,07:47:00,8
2015-03-03,11,4,27,5,11,6,1.2,87,9.875,1027,52.625,11,6,1,116,119,176,0,3,7.1,météo très défavorable,18:53:00,07:45:00,4
2015-03-04,9,1,30,1,9,4,0.2,84,10,1040,10.25,9,2,-3,116,113,113,0,3,11.1,météo très défavorable,18:55:00,07:43:00,2
2015-03-05,11,0,8,0,11,5,0,88,10,1042,13.375,11,2,-1,113,113,116,0,3,11.2,météo très défavorable,18:56:00,07:41:00,1
2015-03-06,13,1,14,1,12,7,0,84,10,1039,26,13,4,-2,113,122,113,0,3,10.1,météo très défavorable,18:58:00,07:39:00,1
2015-03-07,16,2,17,2,14,9,0,76,10,1032,13.875,16,7,-3,113,113,113,0,3,11.6,météo correcte,19:00:00,07:37:00,2
2015-03-08,16,4,10,4,15,10,0,86,10,1026,9.25,16,7,1,113,113,113,0,4,11.6,météo correcte,19:01:00,07:35:00,4
2015-03-09,15,5,13,5,13,10,0,96,7,1027,57.125,15,8,3,143,116,116,0,3,11.6,météo correcte,19:03:00,07:33:00,6
2015-03-10,12,7,22,9,12,8,0.4,86,9.75,1028,70.875,12,7,7,122,119,119,0,3,10.2,météo défavorable,19:04:00,07:31:00,8
2015-03-11,12,5,17,5,12,9,0.7,96,8,1017,62.125,12,8,3,122,119,119,0,2,7.3,météo très défavorable,19:06:00,07:29:00,5
2015-03-12,10,4,20,4,10,8,0.7,94,7.875,1019,61.375,10,6,2,119,119,119,0,2,7.3,météo très défavorable,19:07:00,07:27:00,5
2015-03-13,12,3,16,3,11,7,0.2,95,8.375,1022,61.375,12,7,1,116,116,116,0,2,8.8,météo très défavorable,19:09:00,07:25:00,4
2015-03-14,13,3,18,3,12,8,0.3,95,8.5,1023,60.25,13,7,1,116,119,116,0,3,8.8,météo correcte,19:10:00,07:23:00,3
2015-03-15,13,4,16,4,13,9,0.3,95,8.375,1021,52.5,13,8,1,116,116,116,0,3,8.8,météo correcte,19:12:00,07:21:00,4
2015-03-16,13,5,19,5,12,8,0.1,93,8.875,1018,65.375,13,8,2,122,116,119,0,3,8.8,météo très défavorable,19:13:00,07:19:00,5
2015-03-17,11,5,16,5,11,7,0.5,95,8.375,1018,60.25,11,6,2,119,119,116,0,2,8.8,météo très défavorable,19:15:00,07:17:00,5
2015-03-18,12,4,19,4,11,8,0.1,92,8.375,1018,66.375,12,6,1,119,119,116,0,2,7.4,météo très défavorable,19:16:00,07:15:00,5
2015-03-19,12,6,27,7,12,8,0,82,9.5,1029,54.125,12,6,5,176,113,119,0,2,10.2,météo défavorable,19:18:00,07:13:00,7
2015-03-20,11,5,29,5,11,10,0.8,94,8.375,1027,69.875,11,7,1,122,119,263,0,2,7.4,météo très défavorable,19:19:00,07:11:00,7
2015-03-21,13,3,33,3,13,8,0.2,95,10,1024,40.375,13,7,-1,116,116,119,0,3,10.2,météo correcte,19:21:00,07:09:00,4
2015-03-22,8,3,31,3,8,8,0.2,92,10,1025,45.625,8,3,-2,113,122,116,0,3,10.2,météo très défavorable,19:22:00,07:07:00,3
2015-03-23,12,1,16,1,11,8,0,90,10,1019,26.5,12,4,-3,113,113,122,0,3,10.2,météo très défavorable,19:24:00,07:04:00,2
2015-03-24,10,2,22,4,10,7,0.9,86,8.625,1014,51.125,10,5,2,122,263,113,0,3,10.2,météo très défavorable,19:25:00,07:02:00,4
2015-03-25,10,1,22,1,10,6,0.1,90,10,1014,7.625,10,2,-3,113,113,113,0,3,11.6,météo très défavorable,19:26:00,07:00:00,1
2015-03-26,11,1,34,6,11,9,2.5,96,9.75,1018,63.875,11,9,2,122,296,113,0,3,7.7,météo défavorable,19:28:00,06:58:00,4
2015-03-27,11,2,22,2,11,8,1.3,91,8.875,1024,65.75,11,9,-2,116,122,122,0,3,7.7,météo très défavorable,19:29:00,06:56:00,2
2015-03-28,14,10,37,11,13,12,0.3,97,9,1022,91.5,14,11,9,119,122,122,0,3,6.4,météo défavorable,19:31:00,06:54:00,10
2015-03-29,12,10,40,11,12,12,3.6,93,7.75,1019,100,12,11,8,266,122,122,0,3,6.4,météo défavorable,19:32:00,06:52:00,10
2015-03-30,15,11,28,11,13,14,2.7,93,8.75,1019,97,15,12,8,296,122,122,0,3,6.4,météo défavorable,19:34:00,06:50:00,12
2015-03-31,12,6,39,12,11,10,0.3,85,9,1027,75.75,12,10,7,122,122,116,0,3,7.7,météo défavorable,19:35:00,06:48:00,11
2015-04-01,11,4,23,5,10,10,0.4,83,10,1032,71.375,11,5,1,119,353,119,0,3,6.5,météo très défavorable,19:37:00,06:46:00,4
2015-04-02,14,5,28,7,14,11,0.6,95,9,1029,89.375,14,10,3,122,122,122,0,3,6.5,météo défavorable,19:38:00,06:44:00,8
2015-04-03,13,9,29,9,11,10,4.2,96,6.875,1025,99,13,10,7,122,266,353,0,3,6.5,météo défavorable,19:40:00,06:42:00,9
2015-04-04,12,5,27,8,12,9,1.4,98,7.875,1024,76.375,12,9,5,266,353,176,0,3,7.8,météo défavorable,19:41:00,06:40:00,9
2015-04-05,11,1,26,1,11,9,0,90,10,1026,11.5,11,4,-3,113,116,113,0,3,11.6,météo très défavorable,19:42:00,06:38:00,2
2015-04-06,15,2,21,2,13,11,0,75,10,1031,2,15,6,-3,113,113,113,0,4,11.6,météo correcte,19:44:00,06:36:00,2
2015-04-07,16,4,21,4,14,12,0,94,10,1035,6.75,16,5,1,113,113,113,0,4,11.6,météo correcte,19:45:00,06:34:00,4
2015-04-08,17,4,21,4,16,13,0,71,10,1033,5.5,17,7,0,113,113,113,0,4,11.6,météo correcte,19:47:00,06:32:00,4
2015-04-09,20,4,15,4,18,16,0,78,10,1027,30.875,20,10,1,113,119,116,0,4,9.1,météo correcte,19:48:00,06:30:00,5
2015-04-10,19,7,28,7,19,13,1.2,71,9,1021,37.375,19,11,5,113,116,353,0,4,10.4,météo favorable,19:50:00,06:28:00,9
2015-04-11,14,7,27,11,14,11,1.2,93,10,1029,86.625,14,10,8,122,353,353,0,3,6.6,météo défavorable,19:51:00,06:26:00,10
2015-04-12,19,5,18,6,17,15,0,96,9,1030,12,19,11,3,143,113,113,0,4,11.6,météo favorable,19:52:00,06:24:00,5
2015-04-13,13,3,13,5,13,10,0.7,96,8,1030,62.875,13,9,3,122,122,119,0,4,9.1,météo correcte,19:54:00,06:22:00,3
2015-04-14,14,5,13,6,14,11,0.3,94,8.25,1017,58.125,14,8,4,116,119,116,0,4,9.1,météo correcte,19:55:00,06:20:00,5
2015-04-15,13,5,16,6,13,11,2.8,95,8.375,1019,60.375,13,7,4,119,305,116,0,3,9.1,météo correcte,19:57:00,06:18:00,5
2015-04-16,22,13,17,13,22,19,0,66,10,1014,66.75,24,11,12,119,119,119,0,5,6.7,météo défavorable,19:58:00,06:16:00,13
2015-04-17,16,10,15,10,16,16,3.7,97,8.625,1018,83,16,14,9,143,122,119,0,3,6.9,météo défavorable,20:00:00,06:14:00,11
2015-04-18,14,8,30,8,12,14,5.9,89,7.375,1019,76.125,14,9,4,389,266,116,0,3,8.1,météo défavorable,20:01:00,06:12:00,9
2015-04-19,16,5,30,5,16,13,0,75,10,1020,17.375,16,8,1,116,113,113,0,4,11.6,météo correcte,20:02:00,06:10:00,6
2015-04-20,20,5,15,6,19,17,0,86,10,1026,4.5,20,11,3,113,113,113,0,5,11.6,météo favorable,20:04:00,06:08:00,5
2015-04-21,21,8,21,8,20,18,0,80,10,1029,1.375,24,12,5,113,113,113,0,5,11.6,météo favorable,20:05:00,06:07:00,8
2015-04-22,21,9,26,9,21,18,0,83,10,1027,20.125,21,14,6,113,119,113,0,5,10.5,météo correcte,20:07:00,06:05:00,9
2015-04-23,22,7,12,8,21,19,1.9,85,9.875,1019,12.25,25,15,6,113,113,176,0,5,11.6,météo favorable,20:08:00,06:03:00,7
2015-04-24,18,9,17,9,18,14,0.4,98,7.75,1016,65.25,18,9,8,248,116,119,0,4,9.3,météo défavorable,20:09:00,06:01:00,9
2015-04-25,17,9,32,9,16,15,1,88,10,1011,68.25,17,12,7,119,122,116,0,3,11.2,météo défavorable,20:11:00,05:59:00,10
2015-04-26,15,9,12,11,15,13,3.9,94,7.75,1009,72,15,12,10,122,296,116,0,3,10.2,météo défavorable,20:12:00,05:58:00,9
2015-04-27,14,7,27,8,14,10,0.1,90,10,1017,30.625,14,8,5,116,113,113,0,3,14.5,météo correcte,20:14:00,05:56:00,9
2015-04-28,14,5,13,6,14,11,0.6,94,8.5,1015,65.875,14,8,4,119,119,116,0,3,11.3,météo défavorable,20:15:00,05:54:00,5
2015-04-29,14,3,30,5,14,12,1.7,78,9.875,1021,59.125,14,9,3,116,122,116,0,4,11.3,météo correcte,20:17:00,05:53:00,3
2015-04-30,13,7,18,9,11,13,23.5,98,7.125,1018,97.125,13,12,7,302,302,122,0,3,9.2,météo très défavorable,20:18:00,05:51:00,8
2015-05-01,16,9,22,9,12,15,10.1,96,6.125,1010,95.5,16,14,6,302,266,122,0,3,9.2,météo défavorable,20:19:00,05:49:00,10
2015-05-02,14,11,31,11,13,14,7.6,98,5.5,1011,100,14,13,9,248,122,296,0,3,9.2,météo défavorable,20:21:00,05:48:00,11
2015-05-03,16,12,34,14,16,14,2.3,95,8.875,1007,88.125,16,14,12,122,122,119,0,3,9.2,météo défavorable,20:22:00,05:46:00,14
2015-05-04,17,11,19,11,17,16,0.2,98,9.875,1008,79.75,17,15,9,122,122,122,0,4,10.3,météo défavorable,20:24:00,05:44:00,11
2015-05-05,15,9,46,12,15,13,0.3,89,10,1010,41.25,15,12,9,122,119,113,0,4,12.4,météo correcte,20:25:00,05:43:00,14
2015-05-06,15,8,42,10,15,13,0.5,81,9.75,1019,16.75,15,8,6,113,113,113,0,4,14.5,météo correcte,20:26:00,05:41:00,9
2015-05-07,15,5,14,8,14,15,0.2,89,10,1020,41.625,15,10,7,113,119,119,0,4,11.4,météo correcte,20:28:00,05:40:00,5
2015-05-08,18,9,33,10,18,15,7.5,91,9.25,1017,85.125,18,14,8,389,296,353,0,4,9.3,météo défavorable,20:29:00,05:38:00,10
2015-05-09,18,10,29,10,18,16,0.1,95,10,1026,60.625,18,12,8,116,119,119,0,4,11.4,météo correcte,20:31:00,05:37:00,11
2015-05-10,22,10,22,11,21,21,0,96,6.5,1027,58.5,25,16,9,143,113,116,0,4,13.5,météo correcte,20:32:00,05:35:00,10
2015-05-11,22,12,11,14,22,19,0,88,10,1021,42.75,25,13,14,113,116,119,0,4,13.5,météo favorable,20:33:00,05:34:00,12
2015-05-12,17,9,19,12,17,15,0.1,96,10,1024,31.5,17,11,11,119,116,113,0,5,12.5,météo correcte,20:35:00,05:32:00,10
2015-05-13,21,8,20,10,21,18,0.5,76,10,1022,47.5,21,15,8,113,122,353,0,5,11.4,météo correcte,20:36:00,05:31:00,8
2015-05-14,16,8,34,14,16,12,3.8,92,9.875,1015,58.875,16,13,11,119,353,116,0,4,12.5,météo correcte,20:37:00,05:30:00,12
2015-05-15,15,5,21,8,15,14,0.3,90,9,1027,30.375,15,10,7,113,119,113,0,3,13.5,météo correcte,20:39:00,05:28:00,6
2015-05-16,17,7,21,10,15,14,0.6,92,8,1031,48.625,17,13,8,122,266,116,0,4,11.5,météo correcte,20:40:00,05:27:00,7
2015-05-17,17,6,10,8,16,16,0,86,10,1031,21.75,17,10,7,116,113,113,0,4,14.5,météo correcte,20:41:00,05:26:00,7
2015-05-18,15,5,29,9,15,12,1,90,10,1022,53.5,15,12,7,116,122,353,0,4,10.5,météo correcte,20:42:00,05:25:00,5
2015-05-19,14,6,31,8,14,12,3.8,81,9.875,1016,25.875,14,7,4,113,353,176,0,4,13.5,météo correcte,20:44:00,05:23:00,7
2015-05-20,14,4,24,7,14,12,0.2,88,10,1026,20.875,14,5,4,116,113,113,0,4,14.5,météo correcte,20:45:00,05:22:00,4
2015-05-21,15,4,13,7,15,14,0.4,87,10,1031,38.625,15,10,5,113,353,116,0,4,12.5,météo correcte,20:46:00,05:21:00,4
2015-05-22,19,5,15,9,18,16,0.1,88,9,1031,37.75,19,13,8,113,113,122,0,5,13.5,météo favorable,20:47:00,05:20:00,5
2015-05-23,18,10,21,13,17,17,0.9,96,7.5,1025,76.25,18,14,11,122,353,116,0,4,11.5,météo défavorable,20:49:00,05:19:00,11
2015-05-24,20,9,15,12,20,17,0.2,90,8,1023,26.5,20,13,11,113,116,116,0,4,14.5,météo favorable,20:50:00,05:18:00,9
2015-05-25,18,9,24,12,18,15,0.1,89,8,1021,48.75,18,11,11,122,113,113,0,4,13.5,météo favorable,20:51:00,05:17:00,12
2015-05-26,19,8,17,11,17,16,0.2,89,8,1026,24.75,19,11,10,113,116,113,0,4,13.5,météo favorable,20:52:00,05:16:00,8
2015-05-27,21,7,6,12,20,19,0,86,10,1027,7.25,24,13,11,113,113,113,0,5,14.5,météo favorable,20:53:00,05:15:00,7
2015-05-28,17,7,13,10,17,15,2.1,83,10,1021,63,17,13,8,113,122,353,0,4,10.6,météo correcte,20:54:00,05:14:00,7
2015-05-29,17,8,32,9,17,15,0.3,86,10,1018,69.625,17,11,7,116,122,122,0,3,11.6,météo défavorable,20:55:00,05:14:00,8
2015-05-30,18,7,10,9,16,18,0.1,89,9,1018,40.625,18,11,7,113,119,113,0,3,13.5,météo correcte,20:56:00,05:13:00,7
2015-05-31,16,8,32,15,16,12,3.2,94,9.625,1018,89.375,16,15,13,122,122,296,0,3,9.7,météo défavorable,20:57:00,05:12:00,13
2015-06-01,16,5,30,8,16,14,0,81,10,1020,23.625,16,8,7,116,113,116,0,4,14.5,météo correcte,20:58:00,05:11:00,5
2015-06-02,18,12,40,14,17,17,0.1,84,10,1018,95.625,18,15,11,122,122,122,0,4,9.7,météo défavorable,20:59:00,05:11:00,13
2015-06-03,19,10,11,13,18,16,0,85,10,1026,39.375,19,12,12,116,116,113,0,5,15.9,météo favorable,21:00:00,05:10:00,13
2015-06-04,27,9,22,12,25,27,0,79,9.875,1026,18.625,29,21,10,113,113,113,0,6,15.9,météo favorable,21:01:00,05:10:00,9
2015-06-05,25,12,14,17,23,18,5.9,92,9.375,1023,27,26,16,17,356,176,119,0,6,15.9,météo favorable,21:02:00,05:09:00,16
2015-06-06,19,7,18,10,18,15,0,80,10,1029,2.125,19,7,8,113,113,113,0,5,15.9,météo favorable,21:03:00,05:09:00,7
2015-06-07,21,7,23,10,20,18,0,78,10,1031,7.125,21,10,8,113,113,113,0,5,16,météo favorable,21:04:00,05:08:00,7
2015-06-08,20,9,35,10,19,17,0,63,10,1029,5.125,20,9,7,113,113,113,0,5,16,météo favorable,21:04:00,05:08:00,9
2015-06-09,19,9,37,11,18,17,0.4,75,10,1028,30.625,19,9,7,113,119,353,0,5,14.7,météo correcte,21:05:00,05:07:00,9
2015-06-10,20,10,35,11,20,17,0,72,10,1024,59.125,20,13,7,119,119,122,0,5,12.9,météo correcte,21:06:00,05:07:00,10
2015-06-11,27,15,19,17,27,23,18,90,8.5,1016,33.75,28,19,17,116,200,359,0,6,16,météo très défavorable,21:06:00,05:07:00,15
2015-06-12,18,12,21,15,15,18,14.9,97,8.75,1012,57.625,18,15,15,353,308,176,0,5,14.7,météo défavorable,21:07:00,05:07:00,15
2015-06-13,22,10,12,13,21,20,0,88,10,1014,46.25,24,13,12,113,116,119,0,5,14.7,météo favorable,21:08:00,05:06:00,10
2015-06-14,18,12,18,12,15,16,2.9,91,8.75,1015,79.625,18,12,11,296,296,116,0,3,13.8,météo défavorable,21:08:00,05:06:00,12
2015-06-15,17,10,13,13,14,17,0,87,9,1022,54.25,17,13,12,116,116,119,0,4,16,météo correcte,21:09:00,05:06:00,10
2015-06-16,21,11,25,12,20,18,0,72,10,1027,23.375,21,12,10,113,113,113,0,5,16,météo favorable,21:09:00,05:06:00,11
2015-06-17,22,10,15,13,22,19,0,79,9.125,1028,10.875,24,12,12,113,113,113,0,5,16,météo favorable,21:09:00,05:06:00,10
2015-06-18,20,11,21,16,19,18,0.3,92,9,1026,60.5,20,16,16,122,122,113,0,4,13.8,météo correcte,21:10:00,05:06:00,14
2015-06-19,21,9,20,13,21,18,0,86,10,1024,3.5,24,11,11,113,113,113,0,5,16,météo favorable,21:10:00,05:06:00,9
2015-06-20,22,9,12,13,22,20,0.1,85,10,1025,31,25,15,12,113,116,116,0,5,16,météo favorable,21:10:00,05:06:00,9
2015-06-21,22,12,20,15,22,19,0,92,8.75,1023,50.5,24,14,14,119,116,113,0,4,15.6,météo favorable,21:11:00,05:07:00,12
