Opérateur;Année;Filière;Consommation Agriculture (MWh);Nombre de points Agriculture;Nombre de mailles secretisées (agriculture);Indique qualité Agriculture;Consommation Industrie (MWh);Nombre de points Industrie;Nombre de mailles secretisées (industrie);Indice qualité Industrie;Consommation Tertiaire  (MWh);Nombre de points Tertiaire;Nombre de mailles secretisées (tertiaire);Indice qualité Tertiaire;Consommation Résidentiel  (MWh);Nombre de points Résidentiel;Nombre de mailles secretisées (résidentiel);Indice qualité Résidentiel;Thermosensibilité (MWh/degré-jour);Part Thermosensible;Consommation Secteur Inconnu (MWh);Nombre de points Secteur Inconnu;Nombre de mailles secretisées (secteur inconnu);Indice qualité Non Affecté;Code Commune;Libellé Commune;Code EPCI;Libellé EPCI;Code Département;Libellé Département;Code Région;Libellé Région;id_filiere;Consommation totale (MWh);Code_postal
GRDF;2014;Gaz;0.0;0;0;0.0;1464.0;1;0;1.0;2424.0;8;0;1.0;30798.0;2534;0;0.00846;0.0;0.0;0.0;0;0;0.0;35024;Betton;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;34686.0;35830
GRDF;2014;Gaz;6990.0;2;0;1.0;33120.0;4;0;1.0;21454.0;36;0;1.0;48358.0;3014;3;0.0687;0.0;0.0;0.0;0;0;0.0;35051;Cesson-Sévigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;109922.0;35510
GRDF;2014;Gaz;7551.0;2;0;1.0;6922.0;2;0;1.0;1210.0;5;0;1.0;16010.0;1200;0;0.0282;0.0;0.0;0.0;0;0;0.0;35196;Mordelles;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;31693.0;35310
Enedis;2015;Electricité;1041.33;2;0;0.951;54899.52;203;0;0.959;418989.51;1312;0;0.968;441869.37;137854;0;0.448;0.0;0.0;382.46;15;0;0.695;35238;Rennes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;917182.19;35700/35200/35000
Enedis;2015;Electricité;0.0;0;0;0.0;368.45;5;0;0.928;5524.14;31;0;0.948;17714.81;3746;0;0.379;0.0;0.0;0.0;0;0;0.0;35334;Thorigné-Fouillard;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;23607.4;35235
Enedis;2015;Electricité;0.0;0;0;0.0;246.71;4;0;0.879;773.64;6;0;0.928;9044.38;1848;0;0.366;0.0;0.0;0.0;0;0;0.0;35363;Pont-Péan;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;10064.73;35131
Enedis;2014;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;250.61;2;0;0.893;4285.34;560;0;0.378;0.0;0.0;0.0;0;0;0.0;35315;Saint-Sulpice-la-Forêt;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4535.95;35250
Enedis;2011;Electricité;0.0;0;0;0.0;3568.56;6;0;0.982;9702.58;42;0;0.932;27303.28;4889;0;0.353;0.0;0.0;0.0;0;0;0.0;35024;Betton;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;40574.42;35830
Enedis;2011;Electricité;0.0;0;0;0.0;1509.43;10;0;0.914;4248.31;14;0;0.967;5136.52;792;0;0.355;0.0;0.0;0.0;1;0;1.0;35039;Brécé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;10894.260000000002;35530
Enedis;2011;Electricité;0.0;0;0;0.0;60.1;1;0;0.909;83.12;3;0;0.899;5669.9;834;0;0.277;0.0;0.0;0.0;0;0;0.0;35065;La Chapelle-Thouarault;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;5813.12;35590
Enedis;2011;Electricité;0.0;0;0;0.0;5267.96;19;0;0.964;19136.92;66;0;0.962;19697.51;3867;0;0.352;0.0;0.0;5.04;1;0;1.0;35240;Le Rheu;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;44107.43;35650/35650
GRDF;2012;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2482.0;230;0;0.0;0.0;0.0;0.0;0;0;0.0;35065;La Chapelle-Thouarault;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;2482.0;35590
GRDF;2012;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;394.0;1;0;1.0;4809.0;313;0;0.07;0.0;0.0;0.0;0;0;0.0;35245;Romillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5203.0;35850
Enedis;2013;Electricité;118.7;2;0;0.93;5711.64;6;0;0.993;1064.64;7;0;0.969;9544.96;1542;0;0.43;0.0;0.0;0.0;0;0;0.0;35032;Bourgbarré;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;16439.94;35230
Enedis;2013;Electricité;129.62;1;0;0.9;5912.39;26;0;0.959;42806.69;126;0;0.944;46603.3;8916;0;0.42;0.0;0.0;0.0;0;0;0.0;35047;Bruz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;95452.0;35170/35170
GRDF;2011;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2131.0;187;0;0.0;0.0;0.0;0.0;0;0;0.0;35065;La Chapelle-Thouarault;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;2131.0;35590
GRDF;2011;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;8734.0;727;0;0.06;0.0;0.0;0.0;0;0;0.0;35076;Chavagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;8734.0;35310
GRDF;2011;Gaz;13607.0;4;0;1.0;846.0;1;0;1.0;5444.0;7;0;1.0;18417.0;1507;1;0.0855;0.0;0.0;0.0;0;1;0.0;35206;Noyal-Châtillon-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;38314.0;35230/35230
GRDF;2011;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;338.0;1;0;0.63;10785.0;889;0;0.0;0.0;0.0;0.0;0;0;0.0;35363;Pont-Péan;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;11123.0;35131
GRDF;2015;Gaz;0.0;0;0;0.0;2325.0;3;0;1.0;10408.0;14;0;1.0;38757.0;3227;0;0.0463;0.0;0.0;0.0;0;1;0.0;35055;Chantepie;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;51490.0;35135
GRDF;2015;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2509.0;285;0;0.0;0.0;0.0;0.0;0;0;0.0;35065;La Chapelle-Thouarault;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;2509.0;35590
GRDF;2015;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;4442.0;406;0;0.0;0.0;0.0;0.0;0;0;0.0;35079;Chevaigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;4442.0;35250
GRDF;2015;Gaz;5526.0;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;3896.0;326;0;0.0;0.0;0.0;0.0;0;0;0.0;35204;Nouvoitou;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;9422.0;35410
GRDF;2015;Gaz;4454.0;2;0;1.0;3828.0;2;0;1.0;5743.0;7;0;1.0;27861.0;2251;1;0.0166;0.0;0.0;0.0;0;1;0.0;35352;Vern-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;41886.0;35770
GRT Gaz;2011;Gaz;0.0;0;0;0.0;234588.9;2;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;234588.9;35131
GRDF;2013;Gaz;4919.0;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;4333.0;284;0;0.0;0.0;0.0;0.0;0;0;0.0;35204;Nouvoitou;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;9252.0;35410
GRDF;2013;Gaz;0.0;0;0;0.0;4406.0;3;0;1.0;10573.0;9;0;1.0;31342.0;1956;0;0.028;0.0;0.0;0.0;0;0;0.0;35240;Le Rheu;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;46321.0;35650/35650
Enedis;2015;Electricité;247.09;2;0;0.955;0.0;0;0;0.0;71.98;1;0;0.946;3975.81;501;0;0.367;0.0;0.0;0.0;0;0;0.0;35058;La Chapelle-Chaussée;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4294.88;35630
Enedis;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;26.23;1;0;0.874;2017.34;334;0;0.344;0.0;0.0;0.0;0;0;0.0;35081;Clayes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;2043.57;35590
Enedis;2015;Electricité;88.04;1;0;0.946;9610.78;4;0;0.999;1920.26;12;0;0.923;15537.42;2301;0;0.428;0.0;0.0;0.0;0;0;0.0;35139;Laillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;27156.5;35890
Enedis;2015;Electricité;554.05;2;0;0.982;0.0;0;0;0.0;2310.76;10;0;0.961;11678.17;1731;0;0.345;0.0;0.0;0.0;0;0;0.0;35245;Romillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;14542.98;35850
GRDF;2018;Gaz;0.0;0;0;0.0;1871.0587;5;0;0.6;2175.19441;54;0;0.0556;7897.01467;876;0;0.00891;0.0;0.0;0.0;0;0;0.0;35208;Orgères;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;11943.26778;35230
Enedis;2019;Electricité;1988.10321976292;27;0;0.86;0.0;0;0;0.0;106.551759817005;13;0;0.921;1982.89663982603;284;0;0.817;0.0;0.0;82.3009626473853;6;0;0.748;35180;Miniac-sous-Bécherel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4159.8525820533405;35190
RTE;2016;Electricité;0.0;0;0;0.0;51129.17;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;51129.17;35131
RTE;2019;Electricité;0.0;0;0;0.0;80917.119;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;80917.119;35131
Enedis;2012;Electricité;0.0;0;0;0.0;3544.91;7;0;0.983;11065.0;44;0;0.939;29540.99;4978;0;0.392;0.0;0.0;0.0;0;0;0.0;35024;Betton;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;44150.9;35830
Enedis;2012;Electricité;416.26;3;0;0.916;365.6;2;0;0.914;1797.45;6;0;0.966;6683.55;1248;0;0.408;0.0;0.0;0.0;0;0;0.0;35266;Saint-Erblon;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;9262.86;35230
GRDF;2016;Gaz;22612.0;2;0;1.0;6588.0;2;0;1.0;806.0;3;0;1.0;19723.0;1298;0;0.0372;0.0;0.0;0.0;0;0;0.0;35196;Mordelles;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;49729.0;35310
GRDF;2016;Gaz;9625.0;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;4598.0;398;0;0.0;0.0;0.0;10196.0;1;0;1.0;35204;Nouvoitou;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;24419.0;35410
GRDF;2016;Gaz;15880.0;3;0;1.0;688.0;1;0;1.0;3064.0;7;0;1.0;21359.0;1749;1;0.0622;0.0;0.0;0.0;0;0;0.0;35206;Noyal-Châtillon-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;40991.0;35230/35230
GRDF;2016;Gaz;4329.0;2;0;1.0;1229.0;1;0;1.0;4789.0;7;0;1.0;36772.0;2389;0;0.0166;0.0;0.0;0.0;0;0;0.0;35210;Pacé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;47119.0;35740
GRDF;2016;Gaz;382.0;2;0;1.0;96187.0;17;0;1.0;418459.0;240;0;1.0;744624.0;64748;0;0.146;0.0;0.0;10874.0;19;1;1.0;35238;Rennes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;1270526.0;35700/35200/35000
GRDF;2016;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;11905.0;14;0;1.0;52825.0;2756;0;0.117;0.0;0.0;0.0;0;0;0.0;35278;Saint-Grégoire;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;64730.0;35760
GRT Gaz;2020;Gaz;0.0;0;0;0.0;198373.0;2;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;198373.0;35131
GRDF;2020;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;102.5973;4;0;0.0896;5044.86568;520;0;0.396;0.0;0.0;0.0;0;0;0.0;35250;Saint-Armel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5147.46298;35230
GRDF;2020;Gaz;0.0;0;0;0.0;239.60378;6;0;0.552;56956.11839;9;0;0.615;9444.47721;985;0;0.229;0.0;0.0;0.0;0;0;0.0;35266;Saint-Erblon;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;66640.19938;35230
GRDF;2020;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;3115.82666;34;0;0.859;27662.69882;2514;0;0.94;0.0;0.0;0.0;0;0;0.0;35334;Thorigné-Fouillard;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;30778.52548;35235
RTE;2018;Electricité;0.0;0;0;0.0;77757.406;1;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;77757.406;35131
Enedis;2018;Electricité;580.153708357574;26;0;0.669;3043.03632131532;33;2;0.747;13063.8521504977;368;0;0.823;25021.2712389449;5457;0;0.801;4.06020338996109;22.8;1423.64629176321;144;1;0.834;35024;Betton;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;43131.959710878706;35830
Enedis;2018;Electricité;173.302506712324;10;0;0.575;1036.34208512524;15;0;0.873;4095.46241522621;77;0;0.849;4136.15718358335;773;0;0.832;0.72264659624647;24.5;275.006206120893;23;0;0.83;35039;Brécé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;9716.270396768019;35530
Enedis;2018;Electricité;244.632809931927;5;4;0.758;5819.8784621409;84;1;0.548;54003.3840686691;895;0;0.596;35015.7700894118;8862;1;0.46;7.5657225762495;30.3;1836.67435432984;193;2;0.479;35047;Bruz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;96920.33978448356;35170/35170
Enedis;2018;Electricité;493.681022306483;20;0;0.73;12046.9118966415;18;0;0.884;3517.93266494427;174;0;0.847;13382.4401281997;2078;0;0.794;2.7773209146838;29.1;473.093948357293;55;0;0.8;35139;Laillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;29914.059660449246;35890
Enedis;2018;Electricité;255.056687955775;15;0;0.76;1502.94580070052;30;0;0.763;2354.83774139963;125;0;0.799;10454.5186404807;2142;0;0.792;1.85441099881411;24.9;389.614664752718;51;0;0.75;35208;Orgères;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;14956.973535289342;35230
Enedis;2018;Electricité;122.128303785388;8;0;0.918;87.2251495138742;1;0;0.907;272.056961862994;37;0;0.915;3605.74491766518;552;0;0.797;0.728611051728863;28.4;234.934729077601;11;0;0.886;35351;Le Verger;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4322.090061905037;35160
GRDF;2017;Gaz;0.0;0;0;0.0;1571.0;1;0;1.0;2925.0;9;0;1.0;35267.0;2966;0;0.0154;9.617;0.584;0.0;0;0;0.0;35024;Betton;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;39763.0;35830
GRDF;2017;Gaz;16781.0;3;0;1.0;787.0;1;0;1.0;4173.0;7;0;1.0;20495.0;1766;1;0.0741;9.076;0.767;0.0;0;0;0.0;35206;Noyal-Châtillon-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;42236.0;35230/35230
GRDF;2017;Gaz;8956.0;1;0;1.0;34874.0;1;0;1.0;590.0;3;0;1.0;9734.0;913;0;0.0;3.571;0.72;0.0;0;0;0.0;35266;Saint-Erblon;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;54154.0;35230
GRDF;2019;Gaz;0.0;0;0;0.0;10941.63244;4;1;0.5;1845.446;28;0;0.0873;13693.9803;1556;1;0.0344;0.0;0.0;0.0;0;0;0.0;35001;Acigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;26481.05874;35690
GRDF;2019;Gaz;762.74656;1;0;1.0;34012.5486;8;0;0.375;5119.00598;49;0;0.082;14847.41383;1345;0;0.0368;0.0;0.0;17.53622;1;0;0.0;35196;Mordelles;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;54759.25119;35310
Enedis;2020;Electricité;263.23945714;5;4;0.833;5571.730612414;87;3;0.607;52788.083589331;1104;1;0.598;35814.576469;9224;1;0.6;5.818213225;18.9;124.18335186;9;5;0.26;35047;Bruz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;94561.813479745;35170/35170
GRDF;2011;Gaz;0.0;0;0;0.0;54042.0;2;0;1.0;203.0;1;0;1.0;11486.0;886;0;0.03;0.0;0.0;0.0;0;0;0.0;35131;L'Hermitage;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;65731.0;35590
GRDF;2011;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;349.0;1;0;1.0;3932.0;303;0;0.05;0.0;0.0;0.0;0;0;0.0;35245;Romillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;4281.0;35850
RTE;2012;Electricité;0.0;0;0;0.0;33429.21;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35238;Rennes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;33429.21;35700/35200/35000
GRDF;2013;Gaz;0.0;0;0;0.0;1703.0;1;0;1.0;3088.0;8;0;1.0;35450.0;2437;0;0.00699;0.0;0.0;0.0;0;0;0.0;35024;Betton;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;40241.0;35830
GRDF;2013;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;831.0;2;0;1.0;6034.0;412;0;0.0;0.0;0.0;0.0;0;0;0.0;35039;Brécé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;6865.0;35530
GRDF;2013;Gaz;0.0;0;0;0.0;485.0;1;0;1.0;18192.0;19;0;1.0;45874.0;3880;0;0.0967;0.0;0.0;0.0;0;0;0.0;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;64551.0;35136
Enedis;2014;Electricité;0.0;0;0;0.0;4601.28;2;0;1.0;761.14;6;0;0.909;2614.83;430;0;0.418;0.0;0.0;0.0;0;0;0.0;35022;Bécherel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;7977.25;35190
Enedis;2014;Electricité;0.0;0;0;0.0;1428.01;9;0;0.924;3496.03;14;0;0.969;5204.78;858;0;0.418;0.0;0.0;0.24;2;0;1.0;35039;Brécé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;10129.06;35530
Enedis;2014;Electricité;0.0;0;0;0.0;7714.92;36;0;0.96;26371.48;110;0;0.945;24984.1;6859;0;0.408;0.0;0.0;0.0;0;0;0.0;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;59070.5;35136
Enedis;2014;Electricité;142.74;1;0;1.0;11959.0;23;0;0.954;13359.69;66;0;0.928;20954.83;3790;0;0.411;0.0;0.0;66.51;1;0;0.444;35352;Vern-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;46482.770000000004;35770
Enedis;2019;Electricité;78.1306750165209;5;0;0.873;10216.0822961014;108;0;0.788;40567.8451678417;847;0;0.783;18265.5131836431;6580;1;0.766;2.335797688;18.0;1056.08528486756;158;1;0.611;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;70183.65660747027;35136
Enedis;2019;Electricité;0.0;0;1;0.0;0.0;0;1;0.0;507.582771563206;38;0;0.81;4421.49007753796;602;0;0.801;0.980889433;31.2;107.548676919113;8;0;0.598;35315;Saint-Sulpice-la-Forêt;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;5036.621526020279;35250
Enedis;2019;Electricité;53.9931611079532;3;0;0.864;301.755569820522;24;0;0.922;1791.4120679445;145;0;0.859;8205.1293624361;1912;0;0.845;1.254903682;21.5;145.491934435351;23;0;0.868;35363;Pont-Péan;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;10497.782095744427;35131
Enedis;2017;Electricité;985.77;4;0;0.898;0.0;0;0;0.0;76.08;1;0;0.866;3054.5;322;0;0.419;0.0;0.0;0.0;0;0;0.0;35180;Miniac-sous-Bécherel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4116.35;35190
GRDF;2019;Gaz;0.0;0;0;0.0;308.99238;9;0;0.0;1951.8079;20;0;0.05;9452.12902;1025;0;0.0573;0.0;0.0;0.0;0;0;0.0;35032;Bourgbarré;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;11712.9293;35230
GRDF;2019;Gaz;467.82543;1;0;1.0;118.46182;1;0;0.0;1235.38643;13;0;0.0769;9920.10414;1064;0;0.0299;0.0;0.0;0.58987;1;0;1.0;35076;Chavagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;11742.36769;35310
GRDF;2019;Gaz;0.0;0;1;0.0;81.70624;1;0;0.0;40264.67077;11;0;0.0909;4569.72513;534;0;0.0894;0.0;0.0;9.51238;1;0;0.0;35204;Nouvoitou;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;44925.614519999996;35410
GRDF;2020;Gaz;0.0;0;0;0.0;10048.02378;12;0;0.252;407.7655;16;0;0.235;14334.48929;1585;0;0.256;0.0;0.0;0.0;0;0;0.0;35001;Acigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;24790.27857;35690
GRDF;2020;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;1;0.0;3794.17609;392;0;0.0743;0.0;0.0;0.0;0;0;0.0;35080;Cintré;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;3794.17609;35310
GRDF;2020;Gaz;0.0;0;0;0.0;296.64714;3;0;0.561;1216.68592;29;0;0.46;7838.79986;838;0;0.735;0.0;0.0;0.0;0;1;0.0;35189;Montgermont;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;9352.13292;35760
GRDF;2020;Gaz;9917.81655;2;0;1.0;2598.77387;4;1;1.0;4339.08031;30;1;0.46;18317.09948;2123;0;0.324;0.0;0.0;0.0;0;1;0.0;35206;Noyal-Châtillon-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;35172.77021;35230/35230
GRDF;2018;Gaz;0.0;0;1;0.0;2338.69586;6;0;0.5;1725.26538;24;0;0.0417;10013.86384;1078;0;0.00371;0.0;0.0;0.0;0;0;0.0;35275;Saint-Gilles;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;14077.825079999999;35590
GRDF;2015;Gaz;7595.0;2;0;1.0;35735.0;4;0;1.0;18788.0;28;0;1.0;49456.0;3346;4;0.0611;0.0;0.0;0.0;0;0;0.0;35051;Cesson-Sévigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;111574.0;35510
GRDF;2015;Gaz;8991.0;1;0;1.0;107741.0;2;0;1.0;0.0;0;0;0.0;11720.0;1046;0;0.0;0.0;0.0;0.0;0;0;0.0;35059;La Chapelle-des-Fougeretz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;128452.0;35520
GRDF;2015;Gaz;9417.0;2;0;1.0;7228.0;2;0;1.0;737.0;3;0;1.0;17222.0;1267;0;0.0466;0.0;0.0;0.0;0;0;0.0;35196;Mordelles;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;34604.0;35310
GRDF;2015;Gaz;11534.0;1;0;1.0;0.0;0;0;0.0;374.0;3;0;1.0;8841.0;781;0;0.0;0.0;0.0;0.0;0;0;0.0;35266;Saint-Erblon;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;20749.0;35230
GRDF;2016;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;449.0;1;0;1.0;4974.0;347;0;0.06;0.0;0.0;430.0;1;0;1.0;35245;Romillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5853.0;35850
Enedis;2016;Electricité;0.0;0;0;0.0;1520.02;10;0;0.918;3092.32;16;0;0.968;5514.4;871;0;0.669;0.0;0.0;0.0;0;0;0.0;35039;Brécé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;10126.74;35530
Enedis;2016;Electricité;0.0;0;0;0.0;1134.34;6;0;0.918;1134.07;12;0;0.902;12828.88;2104;0;0.507;0.0;0.0;0.0;0;0;0.0;35208;Orgères;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;15097.289999999999;35230
Enedis;2016;Electricité;170.09;2;0;0.936;1889.39;13;0;0.882;14574.44;57;0;0.949;35439.08;5648;1;0.4;0.0;0.0;0.0;0;0;0.0;35210;Pacé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;52073.0;35740
Enedis;2016;Electricité;312.46;1;0;0.955;8748.55;25;0;0.943;48416.35;181;0;0.946;32913.34;5194;1;0.453;0.0;0.0;0.0;0;0;0.0;35278;Saint-Grégoire;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;90390.7;35760
Enedis;2016;Electricité;0.0;0;0;0.0;8743.49;37;0;0.948;30579.34;118;0;0.958;26825.86;7064;1;0.415;0.0;0.0;0.0;0;0;0.0;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;66148.69;35136
GRDF;2018;Gaz;0.0;0;0;0.0;10573.86006;4;1;0.5;2107.77131;27;1;0.00199;14094.85191;1505;0;0.0137;0.0;0.0;0.0;0;0;0.0;35001;Acigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;26776.48328;35690
