Opérateur;Année;Filière;Consommation Agriculture (MWh);Nombre de points Agriculture;Nombre de mailles secretisées (agriculture);Indique qualité Agriculture;Consommation Industrie (MWh);Nombre de points Industrie;Nombre de mailles secretisées (industrie);Indice qualité Industrie;Consommation Tertiaire  (MWh);Nombre de points Tertiaire;Nombre de mailles secretisées (tertiaire);Indice qualité Tertiaire;Consommation Résidentiel  (MWh);Nombre de points Résidentiel;Nombre de mailles secretisées (résidentiel);Indice qualité Résidentiel;Thermosensibilité (MWh/degré-jour);Part Thermosensible;Consommation Secteur Inconnu (MWh);Nombre de points Secteur Inconnu;Nombre de mailles secretisées (secteur inconnu);Indice qualité Non Affecté;Code Commune;Libellé Commune;Code EPCI;Libellé EPCI;Code Département;Libellé Département;Code Région;Libellé Région;id_filiere;Consommation totale (MWh);Code_postal
Enedis;2012;Electricité;221.46;2;0;0.913;0.0;0;0;0.0;79.02;1;0;0.913;4238.24;488;0;0.376;0.0;0.0;0.0;0;0;0.0;35058;La Chapelle-Chaussée;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4538.719999999999;35630
Enedis;2012;Electricité;312.74;2;0;0.902;578.13;2;0;0.997;0.0;0;0;0.0;3679.21;610;0;0.338;0.0;0.0;0.0;0;0;0.0;35216;Parthenay-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4570.08;35850
Enedis;2012;Electricité;239.25;1;0;0.883;9469.8;24;0;0.965;43521.76;167;0;0.949;31673.52;4836;0;0.451;0.0;0.0;16.86;1;0;0.758;35278;Saint-Grégoire;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;84921.19;35760
GRDF;2018;Gaz;0.0;0;0;0.0;6417.78615;7;0;0.714;17538.82519;92;1;0.152;34702.97766;3201;0;0.0444;0.0;0.0;2.20687;1;0;0.0;35055;Chantepie;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;58661.795869999994;35135
GRDF;2018;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;459.70912;11;0;0.0;4560.67577;448;0;0.00121;0.0;0.0;25.35561;2;0;0.0;35079;Chevaigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5045.740499999999;35250
GRDF;2015;Gaz;3987.0;2;0;1.0;1087.0;1;0;1.0;4318.0;9;0;0.991;32462.0;2361;0;0.0343;0.0;0.0;0.0;0;0;0.0;35210;Pacé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;41854.0;35740
Enedis;2016;Electricité;0.0;0;0;0.0;106.36;1;0;0.967;158.36;2;0;0.895;6421.37;1000;0;0.362;0.0;0.0;0.0;0;0;0.0;35079;Chevaigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;6686.09;35250
Enedis;2016;Electricité;447.11;4;0;0.934;210.04;2;0;0.908;1663.38;11;0;0.96;14705.82;2394;0;0.465;0.0;0.0;0.0;0;0;0.0;35120;Gévezé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;17026.35;35850
GRDF;2018;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;590.15704;8;0;0.0;4880.63159;501;0;0.0224;0.0;0.0;0.0;0;0;0.0;35250;Saint-Armel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5470.78863;35230
GRDF;2012;Gaz;0.0;0;0;0.0;11292.0;2;0;1.0;0.0;0;0;0.0;14682.0;1160;0;0.706;0.0;0.0;0.0;0;0;0.0;35001;Acigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;25974.0;35690
RTE;2015;Electricité;0.0;0;0;0.0;28004.0;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35238;Rennes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;28004.0;35700/35200/35000
GRDF;2014;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;375.0;1;0;1.0;4778.0;334;0;0.06;0.0;0.0;0.0;0;0;0.0;35245;Romillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5153.0;35850
GRDF;2014;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;11909.0;16;0;1.0;45965.0;2568;0;0.131;0.0;0.0;0.0;0;0;0.0;35278;Saint-Grégoire;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;57874.0;35760
Enedis;2017;Electricité;0.0;0;0;0.0;2779.92;8;0;0.935;10202.91;47;0;0.94;30707.44;5798;0;0.571;6.033;0.272;0.0;0;0;0.0;35024;Betton;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;43690.27;35830
Enedis;2017;Electricité;120.06;1;0;0.931;6377.03;7;0;0.993;853.64;7;0;0.968;9694.86;1846;0;0.72;1.734;0.25;0.0;0;0;0.0;35032;Bourgbarré;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;17045.59;35230
Enedis;2017;Electricité;0.0;0;0;0.0;63.85;1;0;0.899;103.84;3;0;0.876;5853.87;1011;0;0.357;1.637;0.39;0.0;0;0;0.0;35065;La Chapelle-Thouarault;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;6021.5599999999995;35590
Enedis;2017;Electricité;0.0;0;0;0.0;256.63;5;0;0.875;753.43;6;0;0.896;9488.38;2047;0;0.647;1.651;0.24;0.0;0;0;0.0;35363;Pont-Péan;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;10498.439999999999;35131
Enedis;2018;Electricité;67.3657706911347;7;0;0.687;31664.1549986151;35;0;0.679;5020.43541237742;178;0;0.658;8098.20581573787;2067;0;0.622;1.8186905546611;31.5;218.812683731786;43;0;0.622;35131;L'Hermitage;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;45068.97468115331;35590
GRDF;2019;Gaz;0.0;0;0;0.0;2453.35691;6;1;0.704;4919.92158;48;0;0.44;32285.57521;3264;1;0.378;0.0;0.0;1.02742;1;0;0.0;35024;Betton;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;39659.88112;35830
GRDF;2019;Gaz;7880.452;1;1;1.0;632.0786;6;0;0.236;109834.41623;26;0;0.237;10874.43872;1030;0;0.284;0.0;0.0;0.0;0;0;0.0;35059;La Chapelle-des-Fougeretz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;129221.38555;35520
GRDF;2019;Gaz;0.0;0;1;0.0;0.0;0;0;0.0;1445.76446;14;0;0.421;4363.28885;415;0;0.0771;0.0;0.0;0.0;0;0;0.0;35245;Romillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5809.05331;35850
GRDF;2020;Gaz;0.0;0;1;0.0;0.0;0;0;0.0;40562.37507;7;0;0.482;4981.46622;569;0;0.322;0.0;0.0;0.0;0;1;0.0;35204;Nouvoitou;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;45543.841290000004;35410
GRDF;2013;Gaz;10826.0;1;0;1.0;0.0;0;0;0.0;336.0;2;0;1.0;10054.0;755;0;0.0;0.0;0.0;0.0;0;0;0.0;35266;Saint-Erblon;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;21216.0;35230
Enedis;2014;Electricité;433.71;2;0;0.929;625.21;4;0;0.984;580.54;6;0;0.913;9321.78;1804;0;0.4;0.0;0.0;0.0;0;0;0.0;35076;Chavagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;10961.240000000002;35310
Enedis;2014;Electricité;283.88;2;0;0.924;379.88;1;0;1.0;0.0;0;0;0.0;3768.31;659;0;0.36;0.0;0.0;0.0;0;0;0.0;35216;Parthenay-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4432.07;35850
Enedis;2011;Electricité;411.11;3;0;0.934;321.04;2;0;0.893;1516.99;4;0;0.984;6087.01;1158;0;0.36;0.0;0.0;0.0;0;0;0.0;35266;Saint-Erblon;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;8336.150000000001;35230
Enedis;2019;Electricité;93.0376573338541;4;0;0.791;590.366669341585;25;0;0.872;5042.09480520348;198;0;0.794;8144.25323804504;1702;0;0.807;1.588734136;27.4;463.460039369326;34;0;0.562;35189;Montgermont;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;14333.212409293285;35760
Enedis;2019;Electricité;258.778828306275;14;0;0.792;1515.53445502993;31;0;0.751;2378.79774719452;133;0;0.787;10618.1362514687;2241;0;0.783;1.868055423;24.8;313.583742191112;40;0;0.662;35208;Orgères;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;15084.831024190538;35230
Enedis;2019;Electricité;1370.8732823376;49;0;0.737;2812.64492935147;70;2;0.703;20506.3331292199;562;0;0.75;24893.3649137768;5056;1;0.776;4.32310208;24.4;1215.53329590754;102;1;0.648;35210;Pacé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;50798.74955059331;35740
Enedis;2019;Electricité;78.0510992979543;6;0;0.553;965.659417537157;30;0;0.82;10029.0511488593;239;0;0.801;9110.13434996328;2457;0;0.8;1.302813217;20.1;431.019953917303;42;0;0.552;35353;Vezin-le-Coquet;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;20613.915969575;35132
GRDF;2014;Gaz;0.0;0;0;0.0;124.0;1;0;1.0;16154.0;20;0;1.0;39451.0;3945;0;0.0979;0.0;0.0;0.0;0;0;0.0;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;55729.0;35136
Enedis;2015;Electricité;0.0;0;0;0.0;7420.44;36;0;0.946;29762.9;111;0;0.961;25538.83;6917;0;0.405;0.0;0.0;0.0;0;0;0.0;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;62722.170000000006;35136
Enedis;2014;Electricité;0.0;0;0;0.0;98.06;2;0;0.895;125.22;2;0;0.867;5711.55;935;0;0.34;0.0;0.0;0.0;0;0;0.0;35079;Chevaigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;5934.83;35250
Enedis;2014;Electricité;83.22;1;0;0.94;10081.93;5;0;0.999;1927.37;12;0;0.904;15115.85;2268;0;0.411;0.0;0.0;0.0;0;0;0.0;35139;Laillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;27208.370000000003;35890
Enedis;2011;Electricité;98.91;1;0;0.912;7600.69;12;0;0.904;1033.26;12;0;0.811;17233.86;2807;0;0.309;0.0;0.0;0.0;0;0;0.0;35001;Acigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;25966.72;35690
Enedis;2011;Electricité;0.0;0;0;0.0;87.4;1;0;0.895;83.72;2;0;0.853;5363.53;809;0;0.275;0.0;0.0;0.0;0;0;0.0;35079;Chevaigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;5534.65;35250
Enedis;2011;Electricité;1219.5;4;0;0.907;0.0;0;0;0.0;0.0;0;0;0.0;2865.49;313;0;0.356;0.0;0.0;0.0;0;0;0.0;35180;Miniac-sous-Bécherel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4084.99;35190
Enedis;2011;Electricité;505.18;4;0;0.914;363.06;3;0;0.901;359.81;7;0;0.852;8112.33;1179;0;0.346;0.0;0.0;0.0;0;0;0.0;35204;Nouvoitou;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;9340.38;35410
Enedis;2011;Electricité;306.17;2;0;0.891;608.64;2;0;0.99;0.0;0;0;0.0;3332.6;578;0;0.315;0.0;0.0;0.0;0;0;0.0;35216;Parthenay-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4247.41;35850
GRT Gaz;2013;Gaz;0.0;0;0;0.0;200851.8;2;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;200851.8;35131
Enedis;2013;Electricité;0.0;0;0;0.0;1442.92;9;0;0.907;4106.1;13;0;0.975;5800.38;849;0;0.439;0.0;0.0;0.05;1;0;1.0;35039;Brécé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;11349.45;35530
Enedis;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;234.64;1;0;0.86;6276.33;900;0;0.546;0.0;0.0;0.0;0;0;0.0;35080;Cintré;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;6510.97;35310
Enedis;2013;Electricité;0.0;0;0;0.0;271.83;4;0;0.894;852.54;6;0;0.896;9238.16;1794;0;0.363;0.0;0.0;0.0;0;0;0.0;35363;Pont-Péan;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;10362.529999999999;35131
GRDF;2011;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;518.0;44;0;0.0;0.0;0.0;0.0;0;0;0.0;35081;Clayes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;518.0;35590
GRDF;2015;Gaz;0.0;0;0;0.0;100.0;1;0;1.0;230.0;2;0;0.51;5001.0;429;0;0.0;0.0;0.0;0.0;0;0;0.0;35039;Brécé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5331.0;35530
GRDF;2015;Gaz;0.0;0;0;0.0;1100.0;1;0;1.0;0.0;0;0;0.0;9338.0;830;0;0.02;0.0;0.0;0.0;0;0;0.0;35120;Gévezé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;10438.0;35850
GRDF;2015;Gaz;0.0;0;0;0.0;71025.0;2;0;1.0;460.0;5;0;0.94;11963.0;1071;0;0.03;0.0;0.0;0.0;0;0;0.0;35131;L'Hermitage;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;83448.0;35590
GRDF;2011;Gaz;0.0;0;0;0.0;1661.0;1;0;1.0;2954.0;8;0;0.95;27756.0;2241;0;0.429;0.0;0.0;0.0;0;0;0.0;35024;Betton;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;32371.0;35830
GRDF;2011;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;653.0;2;0;1.0;4832.0;362;0;0.0;0.0;0.0;0.0;0;0;0.0;35039;Brécé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5485.0;35530
GRDF;2011;Gaz;7696.0;2;0;1.0;40506.0;4;0;1.0;18527.0;35;0;1.0;52605.0;2731;2;0.131;0.0;0.0;0.0;0;1;0.0;35051;Cesson-Sévigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;119334.0;35510
Enedis;2015;Electricité;127.64;1;0;0.972;29963.58;10;0;0.999;2086.97;17;0;0.973;12137.57;2169;0;0.352;0.0;0.0;0.0;0;0;0.0;35059;La Chapelle-des-Fougeretz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;44315.76;35520
Enedis;2015;Electricité;0.0;0;0;0.0;1700.3;11;0;0.947;6734.2;36;0;0.946;18626.21;4026;0;0.403;0.0;0.0;27.31;1;0;0.863;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;27088.02;35131
Enedis;2015;Electricité;537.08;4;0;0.917;417.27;4;0;0.942;436.39;7;0;0.906;8759.69;1288;0;0.464;0.0;0.0;0.0;0;0;0.0;35204;Nouvoitou;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;10150.43;35410
Enedis;2015;Electricité;0.0;0;0;0.0;5205.98;22;0;0.971;19128.37;76;0;0.971;20224.26;4262;0;0.408;0.0;0.0;0.0;0;0;0.0;35240;Le Rheu;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;44558.61;35650/35650
Enedis;2014;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;19.81;1;0;0.907;1969.01;324;0;0.333;0.0;0.0;0.0;0;0;0.0;35081;Clayes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;1988.82;35590
Enedis;2014;Electricité;246.03;1;0;0.927;1858.84;7;0;0.973;3771.58;16;0;0.955;12244.0;2209;0;0.523;0.0;0.0;0.0;0;0;0.0;35275;Saint-Gilles;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;18120.45;35590
Enedis;2014;Electricité;0.0;0;0;0.0;643.11;6;0;0.909;9153.38;38;0;0.953;11021.61;2340;0;0.374;0.0;0.0;23.38;1;0;0.936;35353;Vezin-le-Coquet;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;20841.48;35132
GRDF;2018;Gaz;0.0;0;0;0.0;2480.07603;6;1;0.5;4860.85234;47;0;0.17;32060.31781;3095;0;0.00865;0.0;0.0;0.0;0;0;0.0;35024;Betton;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;39401.24618;35830
GRDF;2018;Gaz;1014.67259;1;0;1.0;48707.13498;132;14;0.451;502320.76144;1898;4;0.132;654931.10691;63223;3;0.148;0.0;0.0;145.27842;9;0;0.218;35238;Rennes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;1207118.95434;35700/35200/35000
Enedis;2017;Electricité;525.65;3;0;0.978;2866.97;14;0;0.928;12111.78;38;0;0.96;18858.39;3533;1;0.772;3.728;0.276;0.0;0;0;0.0;35206;Noyal-Châtillon-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;34362.79;35230/35230
Enedis;2017;Electricité;0.0;0;0;0.0;4957.25;20;0;0.967;21443.57;82;0;0.968;20819.74;4463;1;0.418;3.924;0.263;0.0;0;0;0.0;35240;Le Rheu;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;47220.56;35650/35650
Enedis;2016;Electricité;0.0;0;0;0.0;2617.09;8;0;0.969;10459.29;47;0;0.955;30858.96;5629;0;0.452;0.0;0.0;0.0;0;0;0.0;35024;Betton;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;43935.34;35830
Enedis;2016;Electricité;349.23;2;0;0.947;21576.09;40;0;0.952;114304.85;272;0;0.961;66065.12;9878;1;0.715;0.0;0.0;90.82;1;0;0.935;35051;Cesson-Sévigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;202386.11000000002;35510
Enedis;2016;Electricité;1051.91;2;0;0.443;70137.03;201;0;0.899;419395.04;1344;0;0.958;456198.18;139591;0;0.481;0.0;0.0;499.64;2;0;0.913;35238;Rennes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;947281.7999999999;35700/35200/35000
Enedis;2016;Electricité;0.0;0;0;0.0;400.69;7;0;0.875;5735.97;29;0;0.943;18256.49;3741;1;0.404;0.0;0.0;0.0;0;0;0.0;35334;Thorigné-Fouillard;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;24393.15;35235
Enedis;2019;Electricité;269.402610223746;12;0;0.813;50.3349690461072;1;1;0.903;573.969754352677;52;0;0.86;4954.15866841088;951;0;0.782;0.946080487;26.9;80.8423825406386;13;0;0.805;35065;La Chapelle-Thouarault;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;5928.708384574049;35590
Enedis;2019;Electricité;490.63659439361;19;0;0.754;11999.6725279353;18;0;0.856;3758.15405488972;176;0;0.829;13424.4182572286;2173;0;0.789;2.715037535;28.5;239.579374084653;25;0;0.652;35139;Laillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;29912.460808531883;35890
Enedis;2019;Electricité;157.501644098911;10;0;0.897;88.3890674071033;1;0;0.911;268.523409850114;39;0;0.919;3563.38574408973;553;0;0.792;0.798174255;31.5;209.895014357661;9;0;0.875;35351;Le Verger;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4287.694879803519;35160
GRT Gaz;2016;Gaz;0.0;0;0;0.0;175950.23;2;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;175950.23;35131
Enedis;2012;Electricité;0.0;0;0;0.0;4703.83;2;0;0.992;818.8;7;0;0.899;2933.46;424;0;0.381;0.0;0.0;0.0;0;0;0.0;35022;Bécherel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;8456.09;35190
Enedis;2012;Electricité;383.69;2;0;0.888;21493.02;35;0;0.949;120571.27;254;0;0.961;66833.11;9095;0;0.415;0.0;0.0;2.94;1;0;0.905;35051;Cesson-Sévigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;209284.03000000003;35510
Enedis;2012;Electricité;0.0;0;0;0.0;12857.5;8;0;0.827;32146.95;90;0;0.949;24455.56;5572;0;0.427;0.0;0.0;0.0;0;0;0.0;35055;Chantepie;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;69460.01;35135
GRDF;2016;Gaz;0.0;0;0;0.0;2159.0;3;0;1.0;13277.0;14;0;1.0;43972.0;3254;0;0.0425;0.0;0.0;0.0;0;0;0.0;35055;Chantepie;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;59408.0;35135
GRDF;2016;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;3431.0;323;0;0.0;0.0;0.0;0.0;0;0;0.0;35216;Parthenay-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;3431.0;35850
GRDF;2020;Gaz;296.73853;1;0;1.0;146.596;1;0;0.0;607.40949;4;0;0.25;9907.00594;1130;0;0.0482;0.0;0.0;0.0;0;1;0.0;35076;Chavagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;10957.74996;35310
Enedis;2018;Electricité;202.960073858761;9;0;0.502;12293.8983187011;19;3;0.655;37276.5521383019;599;0;0.546;16451.8671769495;5153;1;0.496;2.72239941071394;23.2;1453.14645300578;153;1;0.529;35055;Chantepie;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;67678.42416081704;35135
Enedis;2018;Electricité;91.1303585285577;4;0;0.563;581.912415160629;25;0;0.518;5257.10610480275;189;0;0.654;8259.28072478477;1653;0;0.556;2.10244702240946;35.7;489.876325316681;44;0;0.483;35189;Montgermont;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;14679.30592859339;35760
Enedis;2018;Electricité;169.200411165752;7;1;0.718;600.48605288715;20;1;0.777;8143.9025523358;281;1;0.849;14551.3515542055;3594;1;0.84;1.9974834388517;19.3;472.17581714332;74;0;0.801;35334;Thorigné-Fouillard;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;23937.116387737522;35235
GRDF;2017;Gaz;0.0;0;0;0.0;733.0;2;0;1.0;16194.0;17;0;1.0;62114.0;4855;0;0.00459;15.845;0.565;0.0;0;0;0.0;35047;Bruz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;79041.0;35170/35170
GRDF;2017;Gaz;8467.0;2;0;1.0;32802.0;3;0;1.0;20269.0;27;0;1.0;54590.0;3571;2;0.0715;13.719;0.568;0.0;0;0;0.0;35051;Cesson-Sévigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;116128.0;35510
GRDF;2017;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1022.0;102;0;0.0;0.0;0.0;0.0;0;0;0.0;35081;Clayes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;1022.0;35590
GRDF;2017;Gaz;0.0;0;0;0.0;1139.0;1;0;1.0;0.0;0;0;0.0;10339.0;890;0;0.0;4.011;0.71;0.0;0;0;0.0;35120;Gévezé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;11478.0;35850
GRDF;2019;Gaz;0.0;0;1;0.0;85.95427;1;2;0.0;5813.32507;59;0;0.147;26008.87702;2462;2;0.0788;0.0;0.0;36.84283;1;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;31944.999190000002;35131
GRDF;2019;Gaz;9275.94311;3;0;1.0;1981.36564;3;2;1.0;5944.98275;38;1;0.151;18510.5606;1998;0;0.0866;0.0;0.0;0.0;0;0;0.0;35206;Noyal-Châtillon-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;35712.852100000004;35230/35230
GRDF;2019;Gaz;0.0;0;0;0.0;1992.45567;5;0;0.6;2346.56588;54;0;0.0556;8362.53126;961;0;0.0644;0.0;0.0;0.0;0;0;0.0;35208;Orgères;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;12701.552810000001;35230
GRDF;2019;Gaz;0.0;0;0;0.0;167.48836;1;0;0.0;0.0;0;0;0.0;3436.89043;351;0;0.0206;0.0;0.0;0.0;0;0;0.0;35216;Parthenay-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;3604.3787899999998;35850
GRDF;2019;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;627.81627;8;0;0.0;4814.74275;505;0;0.0708;0.0;0.0;0.0;0;0;0.0;35250;Saint-Armel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5442.559020000001;35230
GRDF;2019;Gaz;0.0;0;0;0.0;1211.55107;4;0;0.327;3897.64398;43;0;0.326;27849.10105;2481;0;0.298;0.0;0.0;0.0;0;0;0.0;35334;Thorigné-Fouillard;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;32958.2961;35235
GRDF;2019;Gaz;4863.25553;2;0;1.0;4741.74341;7;0;0.286;9052.93839;62;0;0.129;24886.58909;2528;1;0.0412;0.0;0.0;1.99687;1;0;0.0742;35352;Vern-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;43546.523290000005;35770
Enedis;2020;Electricité;1146.7664999;21;0;0.818;697.6709349;31;0;0.603;1216.54577884;103;0;0.818;8040.946752;1470;0;0.775;1.418604826;20.5;0.0;0;1;0.0;35204;Nouvoitou;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;11101.92996564;35410
Enedis;2020;Electricité;174.143637;7;0;0.532;315.9530776;14;0;0.896;2450.7280506;80;0;0.656;4533.552429;1027;0;0.722;0.735116139;18.9;0.0;0;1;0.0;35250;Saint-Armel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;7474.3771942;35230
GRDF;2011;Gaz;0.0;0;0;0.0;772.0;2;0;1.0;14317.0;20;0;0.982;51119.0;3864;0;0.0;0.0;0.0;0.0;0;1;0.0;35047;Bruz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;66208.0;35170/35170
GRDF;2011;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;3800.0;301;0;0.0;0.0;0.0;0.0;0;0;0.0;35079;Chevaigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;3800.0;35250
